movie,cast,Role
Bright Star ,Paul Schneider,actor
Brighton Rock ,Sean Harris,actor
Bring It On ,Lindsay Sloane,actor
Bringing Down the House ,Kimberly J. Brown,actor
Bringing Out the Dead ,Marc Anthony,actor
Brokeback Mountain ,Heath Ledger,actor
Brokedown Palace ,Tom Amandes,actor
Broken Arrow ,Samantha Mathis,actor
Broken City ,James Ransone,actor
Broken Horses ,Chris Marquette,actor
Broken Vessels ,Jason London,actor
Bronson ,James Lance,actor
Brooklyn ,Fiona Glascott,actor
Brooklyn Rules ,Tony Devon,actor
Brooklyn's Finest ,Lili Taylor,actor
Brother ,Tatyana Ali,actor
Brotherly Love ,Adam Ratcliffe,actor
Brothers ,Jake Gyllenhaal,actor
Brothers ,Jake Gyllenhaal,actor
Brown Sugar ,Sanaa Lathan,actor
Bruce Almighty ,Steve Carell,actor
Bubba Ho-Tep ,Ossie Davis,actor
Bubble Boy ,Geoffrey Arend,actor
Bucky Larson: Born to Be a Star ,Kevin Nealon,actor
"Buen D a, Ram n ",Adriana Barraza,actor
Buffalo '66 ,Vincent Gallo,actor
Buffalo Soldiers ,Scott Glenn,actor
Buffy the Vampire Slayer             ,Alyson Hannigan,actor
Bullet to the Head ,Jason Momoa,actor
Bulletproof Monk ,Mako,actor
Bullets Over Broadway ,Chazz Palminteri,actor
Bully ,Nick Stahl,actor
Bulworth ,Kirk Baltz,actor
Buried ,Samantha Mathis,actor
Burlesque ,Peter Gallagher,actor
Burn ,Donald Austin,actor
Burn After Reading ,Brad Pitt,actor
Burnt ,Omar Sy,actor
But I'm a Cheerleader ,Clea DuVall,actor
Butch Cassidy and the Sundance Kid ,Ted Cassidy,actor
Butterfly ,June Lockhart,actor
Butterfly Girl ,Stacie Evans,actor
By the Sea ,Angelina Jolie Pitt,actor
C.H.U.D. ,John Heard,actor
Ca$h ,Mike Starr,actor
Cabin Fever ,Gage Golightly,actor
Caddyshack ,Rodney Dangerfield,actor
Cadillac Records ,Veronika Dash,actor
Call + Response ,Natasha Bedingfield,actor
Camping sauvage ,Isild Le Besco,actor
Can't Hardly Wait ,Lauren Ambrose,actor
Can't Stop the Music ,Randy Jones,actor
Cape Fear ,Robert Mitchum,actor
Capitalism: A Love Story ,Michael Moore,actor
Capote ,Michael J. Burg,actor
Capricorn One ,Sam Waterston,actor
Captain Alatriste: The Spanish Musketeer ,Elena Anaya,actor
Captain America: Civil War ,Scarlett Johansson,actor
Captain America: The First Avenger ,Dominic Cooper,actor
Captain America: The Winter Soldier ,Chris Evans,actor
Captain Corelli's Mandolin ,Irene Papas,actor
Captain Phillips ,Chris Mulkey,actor
Captive ,Leonor Varela,actor
Caramel ,Adel Karam,actor
Caravans ,Joseph Cotten,actor
Cargo ,Claude-Oliver Rudolph,actor
Carlos             ,Nora von Waldst?tten,actor
Carnage ,Christoph Waltz,actor
Carrie ,Judy Greer,actor
Carrie ,Judy Greer,actor
Carriers ,Kiernan Shipka,actor
Cars ,Cheech Marin,actor
Cars 2 ,Thomas Kretschmann,actor
Casa de mi Padre ,Adrian Martinez,actor
Casablanca ,Claude Rains,actor
Case 39 ,Callum Rennie,actor
Casino ,Don Rickles,actor
Casino Jack ,Eric Schweig,actor
Casino Royale ,Tobias Menzies,actor
Casino Royale ,Tobias Menzies,actor
Casper ,Fred Rogers,actor
Cast Away ,Paul Sanchez,actor
Cat on a Hot Tin Roof ,Judith Anderson,actor
Cat People ,Ruby Dee,actor
Cat People ,Ruby Dee,actor
Catch a Fire ,Terry Pheto,actor
Catch Me If You Can ,Tom Hanks,actor
Catch That Kid ,Corbin Bleu,actor
Catch-22 ,Bob Balaban,actor
Cats & Dogs ,Elizabeth Perkins,actor
Cats & Dogs: The Revenge of Kitty Galore ,Sean Hayes,actor
Cats Don't Dance ,Frank Welker,actor
Catwoman ,Christopher Heyerdahl,actor
Cavite ,Edgar Tancangco,actor
Cecil B. DeMented ,Melanie Griffith,actor
Cedar Rapids ,Stephen Root,actor
Celebrity ,Aleksa Palladino,actor
Celeste & Jesse Forever ,Janel Parrish,actor
Cellular ,Valerie Cruz,actor
Center Stage ,Susan May Pratt,actor
Central Intelligence ,Thomas Kretschmann,actor
Central Station ,Matheus Nachtergaele,actor
Centurion ,JJ Feild,actor
Certifiably Jonathan ,Sarah Silverman,actor
Ch ri ,Iben Hjejle,actor
Chain Letter ,Betsy Russell,actor
Chain of Command ,Max Ryan,actor
Chain Reaction ,Morgan Freeman,actor
Chairman of the Board ,Raquel Welch,actor
Changeling ,Michael Kelly,actor
Changing Lanes ,Matt Malloy,actor
Chappie ,Sharlto Copley,actor
Character ,Fedja van Hu?t,actor
Chariots of Fire ,Ben Cross,actor
Charlie and the Chocolate Factory ,Christopher Lee,actor
Charlie Bartlett ,Megan Park,actor
Charlie St. Cloud ,Charlie Tahan,actor
Charlie Wilson's War ,Tom Hanks,actor
Charlie's Angels ,LL Cool J,actor
Charlie's Angels: Full Throttle ,Bernie Mac,actor
Charlotte's Web ,Julia Roberts,actor
Charly ,Dick Van Patten,actor
Chasing Amy ,Ethan Suplee,actor
Chasing Liberty ,Stark Sands,actor
Chasing Liberty ,Stark Sands,actor
Chasing Mavericks ,Abigail Spencer,actor
Chasing Papi ,Freddy Rodr?guez,actor
Cheap Thrills ,Ethan Embry,actor
Cheaper by the Dozen ,Alyson Stoner,actor
Cheaper by the Dozen 2 ,Tom Welling,actor
Checkmate ,Johnny Messner,actor
Chernobyl Diaries ,Ingrid Bols? Berdal,actor
Chiamatemi Francesco - Il Papa della gente ,Rodrigo De la Serna,actor
Chicago ,Chita Rivera,actor
Chicago Overcoat ,Stacy Keach,actor
Chicken Little ,Fred Willard,actor
Chicken Run ,Miranda Richardson,actor
Chicken Tikka Masala ,Zohra Segal,actor
Child 44 ,Fares Fares,actor
Childless ,Barbara Hershey,actor
Children of Heaven ,Amir Farrokh Hashemian,actor
Children of Men ,Danny Huston,actor
Child's Play ,Alex Vincent,actor
Child's Play 2 ,Beth Grant,actor
Chill Factor ,Kevin J. O'Connor,actor
Chloe ,Meghan Heffern,actor
Chocolat ,Leslie Caron,actor
Chocolate: Deep Dark Secrets ,Anil Kapoor,actor
Choke ,Matt Gerald,actor
Christmas Eve ,Jon Heder,actor
Christmas Mail ,Piper Mackenzie Harris,actor
Christmas with the Kranks ,Cheech Marin,actor
Chronicle ,Alex Russell,actor
Chuck & Buck ,Mike White,actor
"Cinco de Mayo, La Batalla ",Andr?s Montiel,actor
Cinderella ,Derek Jacobi,actor
Cinderella ,Derek Jacobi,actor
Cinderella Man ,Bruce McGill,actor
Circle ,Michael McLafferty,actor
Circumstance ,Reza Sixo Safai,actor
Cirque du Freak: The Vampire's Assistant ,Salma Hayek,actor
Cirque du Soleil: Worlds Away ,Erica Linz,actor
City by the Sea ,James Franco,actor
City Hall ,Martin Landau,actor
City Island ,Curtiss Cook,actor
City of Angels ,Andre Braugher,actor
City of Ember ,Toby Jones,actor
City of Ghosts ,Shawn Andrews,actor
City of God ,Seu Jorge,actor
City of Life and Death ,Yuanyuan Gao,actor
Civil Brand ,LisaRaye McCoy,actor
CJ7 ,Yuqi Zhang,actor
Clash of the Titans ,Jason Flemyng,actor
Clash of the Titans ,Jason Flemyng,actor
Class of 1984 ,Perry King,actor
Clay Pigeons ,Vince Vieluf,actor
Clean ,B?atrice Dalle,actor
Clear and Present Danger ,Dean Jones,actor
Cleopatra ,Richard Burton,actor
Clerks ,Brian O'Halloran,actor
Clerks II ,Jason Mewes,actor
Click ,Cameron Monaghan,actor
Cliffhanger ,Leon,actor
Clockstoppers ,Paula Garc?s,actor
Clockwatchers ,Bob Balaban,actor
Close Encounters of the Third Kind ,Teri Garr,actor
Close Range ,Nick Chinlund,actor
Closer ,Julia Roberts,actor
Closer to the Moon ,Joe Armstrong,actor
Closure ,Adam Rayner,actor
Cloud Atlas ,Jim Sturgess,actor
Cloudy with a Chance of Meatballs ,Bobb'e J. Thompson,actor
Cloudy with a Chance of Meatballs 2 ,Khamani Griffin,actor
Cloverfield ,Ben Feldman,actor
Club Dread ,Lindsay Price,actor
Clueless ,Dan Hedaya,actor
Coach Carter ,Rick Gonzalez,actor
Coal Miner's Daughter ,Beverly D'Angelo,actor
Coco Before Chanel ,Beno?t Poelvoorde,actor
Code 46 ,Om Puri,actor
Code Name: The Cleaner ,Will Patton,actor
Code of Honor ,Helena Mattsson,actor
Coffee Town ,Ben Schwartz,actor
Cold Mountain ,Natalie Portman,actor
Collateral ,Jada Pinkett Smith,actor
Collateral Damage ,Rick Worthy,actor
College ,Alona Tal,actor
Colombiana ,Callum Blue,actor
Come Early Morning ,Diane Ladd,actor
Coming Home ,Daoming Chen,actor
Commando ,Vernon Wells,actor
Compadres ,H?ctor Jim?nez,actor
Compliance ,Matt Servitto,actor
Con Air ,Monica Potter,actor
Conan the Barbarian ,Mako,actor
Conan the Barbarian ,Mako,actor
Conan the Destroyer ,Olivia d'Abo,actor
Concussion ,Eddie Marsan,actor
Confessions of a Dangerous Mind ,David Julian Hirsh,actor
Confessions of a Teenage Drama Queen ,Carol Kane,actor
Confidence ,Brian Van Holt,actor
Congo ,Joe Don Baker,actor
Connie and Carla ,Nia Vardalos,actor
Conquest of the Planet of the Apes ,Gordon Jump,actor
Conspiracy Theory ,Alex McArthur,actor
Constantine             ,Matt Ryan,actor
Contact ,Tom Skerritt,actor
Contagion ,Monique Gabriela Curnen,actor
Containment ,Michael Chapman,actor
Contraband ,David O'Hara,actor
Control ,Samantha Morton,actor
Conversations with Other Women ,Thomas Lennon,actor
Cool Runnings ,Leon,actor
Cop Land ,Sylvester Stallone,actor
Cop Out ,Tracy Morgan,actor
Copycat ,Holly Hunter,actor
Copying Beethoven ,David Kennedy,actor
Coraline ,Dawn French,actor
Coriolanus ,Ashraf Barhom,actor
Corky Romano ,Vinessa Shaw,actor
Corpse Bride ,Christopher Lee,actor
Cotton Comes to Harlem ,Cleavon Little,actor
Country Strong ,Cinda McCain,actor
Couples Retreat ,Kristin Davis,actor
Courage ,Finn Wittrock,actor
Courage Under Fire ,Matt Damon,actor
Courageous ,Alex Kendrick,actor
Coyote Ugly ,Tyra Banks,actor
Cradle 2 the Grave ,Tom Arnold,actor
Cradle Will Rock ,Vanessa Redgrave,actor
Crank ,Edi Gathegi,actor
Crank: High Voltage ,Clifton Collins Jr.,actor
Crash ,Loretta Devine,actor
Crash ,Loretta Devine,actor
Crazy Heart ,Beth Grant,actor
Crazy in Alabama ,Elizabeth Perkins,actor
Crazy Stone ,Zheng Xu,actor
"Crazy, Stupid, Love. ",Emma Stone,actor
Crazy/Beautiful ,Jay Hernandez,actor
Creative Control ,Alexia Rasmussen,actor
Creature             ,Colm Feore,actor
Creed ,Phylicia Rashad,actor
Creepshow ,Hal Holbrook,actor
Creepshow ,Hal Holbrook,actor
Creepshow 2 ,Holt McCallany,actor
Cries & Whispers ,Ingrid Thulin,actor
Criminal ,Jordi Moll?,actor
Criminal Activities ,Edi Gathegi,actor
Crimson Tide ,Viggo Mortensen,actor
Critical Care ,Anne Bancroft,actor
Crocodile Dundee ,Linda Kozlowski,actor
Crocodile Dundee II ,Linda Kozlowski,actor
Crocodile Dundee in Los Angeles ,Paul Hogan,actor
Crooklyn ,Delroy Lindo,actor
Crop Circles: Quest for Truth ,Colin Andrews,actor
Crossover ,Wayne Brady,actor
Crossroads ,Katherine Boecher,actor
Crossroads ,Katherine Boecher,actor
"Crouching Tiger, Hidden Dragon ",Pei-Pei Cheng,actor
Crowsnest ,Victor Zinck Jr.,actor
Cruel Intentions ,Sean Patrick Thomas,actor
Cry Freedom ,Kevin McNally,actor
Cry_Wolf ,Gary Cole,actor
Crying with Laughter ,Stephen McCole,actor
Cube ,Julian Richings,actor
Curious George ,Frank Welker,actor
Curse of the Golden Flower ,Ye Liu,actor
Cursed ,Portia de Rossi,actor
Cutthroat Island ,Frank Langella,actor
Cypher ,Jeremy Northam,actor
Cyrus ,Tim Guinee,actor
D j  Vu ,Stephen Dillane,actor
D.E.B.S. ,Geoff Stults,actor
Da Sweet Blood of Jesus ,Elvis Nolasco,actor
Daddy Day Camp ,Brian Doyle-Murray,actor
Daddy Day Care ,Lisa Edelstein,actor
Daddy's Home ,Linda Cardellini,actor
Dallas Buyers Club ,Jennifer Garner,actor
Damnation Alley ,Jan-Michael Vincent,actor
Damsels in Distress ,Megalyn Echikunwoke,actor
Dance Flick ,Essence Atkins,actor
Dancer in the Dark ,Udo Kier,actor
"Dancer, Texas Pop. 81 ",Michael O'Neill,actor
Dances with Wolves ,Michael Spears,actor
Dancin' It's On ,Matt Marr,actor
Dangerous Liaisons ,Peter Capaldi,actor
Dangerous Liaisons ,Peter Capaldi,actor
Danny Collins ,Jennifer Garner,actor
Dante's Peak ,Grant Heslov,actor
Daredevil             ,Royce Johnson,actor
Dark Angel             ,Ashley Scott,actor
Dark Blue ,Dash Mihok,actor
Dark City ,William Hurt,actor
Dark Shadows ,Chlo? Grace Moretz,actor
Dark Water ,Camryn Manheim,actor
Darkness ,Giancarlo Giannini,actor
Darkness Falls ,Emma Caulfield,actor
Darling Companion ,Mark Duplass,actor
Darling Lili ,Vernon Dobtcheff,actor
Das Boot ,Martin Semmelrogge,actor
Date Movie ,Carmen Electra,actor
Date Night ,James Franco,actor
Dave Chappelle's Block Party ,Dave Chappelle,actor
Dawn of the Crescent Moon ,Johnny Walter,actor
Dawn of the Dead ,Kevin Zegers,actor
Dawn of the Dead ,Kevin Zegers,actor
Dawn of the Planet of the Apes ,Judy Greer,actor
Dawn Patrol ,Jeff Fahey,actor
Day of the Dead ,John Amplas,actor
Day of the Dead ,John Amplas,actor
Day One ,Rus Blackwell,actor
Daybreakers ,Damien Garvey,actor
Daylight ,Viggo Mortensen,actor
Days of Heaven ,Stuart Margolin,actor
Days of Thunder ,Robert Duvall,actor
Dazed and Confused ,Adam Goldberg,actor
Dead Like Me: Life After Death ,Callum Blue,actor
Dead Man Down ,Isabelle Huppert,actor
Dead Man on Campus ,Linda Cardellini,actor
Dead Man Walking ,Celia Weston,actor
Dead Man's Shoes ,Gary Stretch,actor
Dead Poets Society ,Josh Charles,actor
Dead Snow ,Stig Frode Henriksen,actor
Deadfall ,Olivia Wilde,actor
Deadline - U.S.A. ,Jim Backus,actor
Deadline Gallipoli             ,Jessica De Gouw,actor
Deadpool ,Ed Skrein,actor
Dear Frankie ,Sharon Small,actor
Dear John ,Henry Thomas,actor
Dear Wendy ,Chris Owen,actor
Death at a Funeral ,Ewen Bremner,actor
Death at a Funeral ,Ewen Bremner,actor
Death Becomes Her ,Meryl Streep,actor
Death Calls ,Robert Miano,actor
Death Race ,Max Ryan,actor
Death Race 2000 ,David Carradine,actor
Death Sentence ,Kelly Preston,actor
Death to Smoochy ,Vincent Schiavelli,actor
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Ricky Jay,actor
Deck the Halls ,Jorge Garcia,actor
Deconstructing Harry ,Lynn Cohen,actor
Decoys ,Marc Trottier,actor
Deep Blue Sea ,Michael Rapaport,actor
Deep Impact ,Jon Favreau,actor
Deep Rising ,Jason Flemyng,actor
Def-Con 4 ,Lenore Zann,actor
Defendor ,Tony Nappo,actor
Defiance             ,Tony Curran,actor
"Definitely, Maybe ",Sakina Jaffrey,actor
Dekalog             ,Olaf Lubaszenko,actor
Dekalog             ,Olaf Lubaszenko,actor
Del 1 - M n som hatar kvinnor             ,David Dencik,actor
Delgo ,Anne Bancroft,actor
Deliver Us from Evil ,Dorian Missick,actor
Delivery Man ,Bobby Moynihan,actor
De-Lovely ,Keith Allen,actor
Demonic ,Scott Mechlowicz,actor
Departure ,Alex Lawther,actor
Derailed ,RZA,actor
Desert Blue ,John Heard,actor
Desert Dancer ,Reece Ritchie,actor
Desperado ,Steve Buscemi,actor
Despicable Me ,Miranda Cosgrove,actor
Despicable Me 2 ,Miranda Cosgrove,actor
Destiny ,Lauren Cohan,actor
Detention ,Shanley Caswell,actor
Detention of the Dead ,Christa B. Allen,actor
Deterrence ,Kathryn Morris,actor
Detroit Rock City ,Lin Shaye,actor
Deuce Bigalow: European Gigolo ,Eddie Griffin,actor
Deuce Bigalow: Male Gigolo ,Eddie Griffin,actor
Deuces Wild ,James Franco,actor
Devil ,Bokeem Woodbine,actor
Devil's Due ,Allison Miller,actor
Diamond Ruff ,Dennis L.A. White,actor
Diamonds Are Forever ,Lois Maxwell,actor
Diary of a Mad Black Woman ,Kimberly Elise,actor
Diary of a Wimpy Kid ,Zachary Gordon,actor
Diary of a Wimpy Kid: Dog Days ,Rachael Harris,actor
Diary of a Wimpy Kid: Rodrick Rules ,Rachael Harris,actor
Diary of the Dead ,Shawn Roberts,actor
Dick ,Will Ferrell,actor
Dick Tracy ,Warren Beatty,actor
Dickie Roberts: Former Child Star ,Jenna Boyd,actor
Did You Hear About the Morgans  ,Kim Shaw,actor
Die Another Day ,Colin Salmon,actor
Die Hard ,Bruce Willis,actor
Die Hard 2 ,John Amos,actor
Die Hard with a Vengeance ,Aldis Hodge,actor
Digimon: The Movie ,Colleen O'Shaughnessey,actor
Dil Jo Bhi Kahey... ,Revathy,actor
Diner ,Daniel Stern,actor
Dinner for Schmucks ,Stephanie Szostak,actor
Dinner Rush ,Manny Perez,actor
Dinosaur ,D.B. Sweeney,actor
Dirty Grandpa ,Zoey Deutch,actor
Dirty Pretty Things ,Benedict Wong,actor
Dirty Work ,Jack Warden,actor
Disaster Movie ,Tony Cox,actor
Disclosure ,Dylan Baker,actor
District 9 ,Jed Brophy,actor
District B13 ,Cyril Raffaelli,actor
Disturbia ,Aaron Yoo,actor
Disturbia ,Aaron Yoo,actor
Disturbing Behavior ,Ethan Embry,actor
Divergent ,Theo James,actor
Divine Secrets of the Ya-Ya Sisterhood ,Fionnula Flanagan,actor
Django Unchained ,Christoph Waltz,actor
Do the Right Thing ,John Savage,actor
Do You Believe  ,Delroy Lindo,actor
DOA: Dead or Alive ,Holly Valance,actor
Doc Holliday's Revenge ,Tom Berenger,actor
Doctor Dolittle ,Raven-Symon?,actor
Doctor Zhivago ,Klaus Kinski,actor
Dodgeball: A True Underdog Story ,Stephen Root,actor
Dodgeball: A True Underdog Story ,Stephen Root,actor
Dogma ,Janeane Garofalo,actor
Dogtooth ,Mary Tsoni,actor
Dogtown and Z-Boys ,Jay Adams,actor
Dolphin Tale ,Michael Roark,actor
Dolphin Tale 2 ,Taylor Blackwell,actor
Dolphins and Whales 3D: Tribes of the Ocean ,Daryl Hannah,actor
Dom Hemingway ,Mark Wingett,actor
Domestic Disturbance ,Teri Polo,actor
Domino ,Mo'Nique,actor
Don Jon ,Scarlett Johansson,actor
Don Juan DeMarco ,Marlon Brando,actor
Don McKay ,M. Emmet Walsh,actor
Donkey Punch ,Nichola Burley,actor
Donnie Brasco ,Al Pacino,actor
Donnie Darko ,Mary McDonnell,actor
Donovan's Reef ,Cesar Romero,actor
Don't Be Afraid of the Dark ,Alan Dale,actor
Don't Say a Word ,Jennifer Esposito,actor
Doogal ,Kylie Minogue,actor
Doom ,Ben Daniels,actor
Doomsday ,Jason Cope,actor
Dope ,Rick Fox,actor
Double Impact ,Alonna Shaw,actor
Double Jeopardy ,Annabeth Gish,actor
Double Take ,Eddie Griffin,actor
Doubt ,Meryl Streep,actor
Doug's 1st Movie ,Constance Shulman,actor
Down and Out with the Dolls ,Coyote Shivers,actor
Down for Life ,Laz Alonso,actor
Down in the Valley ,Bruce Dern,actor
Down Terrace ,Tony Way,actor
Down to Earth ,Mark Addy,actor
Down to You ,Lauren German,actor
Downfall ,Bruno Ganz,actor
Dr. Dolittle 2 ,Jeffrey Jones,actor
Dr. No ,Jack Lord,actor
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Slim Pickens,actor
Dracula 2000 ,Danny Masterson,actor
Dracula Untold ,Sarah Gadon,actor
Dracula: Pages from a Virgin's Diary ,CindyMarie Small,actor
Draft Day ,Chi McBride,actor
Drag Me to Hell ,Alison Lohman,actor
Dragon Blade ,Peng Lin,actor
Dragon Hunters ,Jess Harnell,actor
Dragon Nest: Warriors' Dawn ,Bianca Collins,actor
Dragon Wars: D-War ,Aimee Garcia,actor
Dragonball: Evolution ,Texas Battle,actor
Dragonfly ,Susanna Thompson,actor
DragonHeart ,Brian Thompson,actor
Dragonslayer ,Ralph Richardson,actor
Dream House ,Gregory Smith,actor
Dream with the Fishes ,Cathy Moriarty,actor
Dreamcatcher ,Michael O'Neill,actor
Dreamer: Inspired by a True Story ,Freddy Rodr?guez,actor
Dreamgirls ,Jennifer Hudson,actor
Dreaming of Joseph Lees ,Rupert Graves,actor
Dredd ,Jason Cope,actor
Dredd ,Jason Cope,actor
Dressed to Kill ,David Margulies,actor
Drillbit Taylor ,Shaun Weiss,actor
Drinking Buddies ,Anna Kendrick,actor
Drive ,Albert Brooks,actor
Drive Angry ,Billy Burke,actor
Drive Hard ,Damien Garvey,actor
Drive Me Crazy ,Mark Webber,actor
Driven ,Estella Warren,actor
Driving Lessons ,Julie Walters,actor
Driving Miss Daisy ,Jessica Tandy,actor
Drop Dead Gorgeous ,Kirstie Alley,actor
Drowning Mona ,Jamie Lee Curtis,actor
Drumline ,Nick Cannon,actor
Dry Spell ,Suzi Lorraine,actor
"Dude, Where's My Car  ",Mary Lynn Rajskub,actor
"Dude, Where's My Dog ! ",Gabriela Castillo,actor
Dudley Do-Right ,Alex Rocco,actor
Due Date ,RZA,actor
Duel in the Sun ,Lillian Gish,actor
Duets ,Marian Seldes,actor
Dum Maaro Dum ,Bipasha Basu,actor
Duma ,Hope Davis,actor
Dumb & Dumber ,Mike Starr,actor
Dumb and Dumber To ,Kathleen Turner,actor
Dumb and Dumberer: When Harry Met Lloyd ,Mimi Rogers,actor
Dune ,J?rgen Prochnow,actor
Dungeons & Dragons: Wrath of the Dragon God ,Lucy Gaskell,actor
Duplex ,Amber Valletta,actor
Duplicity ,Tom Wilkinson,actor
Dutch Kills ,Mikaal Bates,actor
Dwegons and Leprechauns ,Maggie Wheeler,actor
Dying of the Light ,Ir?ne Jacob,actor
Dylan Dog: Dead of Night ,Laura Spencer,actor
