movie,cast,Role
Brokeback Mountain ,Anne Hathaway,actor
Brokedown Palace ,Daniel Lapaine,actor
Broken Arrow ,Bob Gunton,actor
Broken City ,Michael Beach,actor
Broken Horses ,Chad Bishop,actor
Broken Vessels ,Brent David Fraser,actor
Bronson ,Matt King,actor
Brooklyn ,Eva Birthistle,actor
Brooklyn Rules ,Alexa Havins,actor
Brooklyn's Finest ,Armando Riesco,actor
Brother ,James Shigeta,actor
Brotherly Love ,Faizon Love,actor
Brothers ,Bailee Madison,actor
Brothers ,Ethan Suplee,actor
Brown Sugar ,Wendell Pierce,actor
Bruce Almighty ,Lisa Ann Walter,actor
Bubba Ho-Tep ,Ella Joyce,actor
Bubble Boy ,Marley Shelton,actor
Bucky Larson: Born to Be a Star ,Nicholas Turturro,actor
"Buen D a, Ram n ",Arcelia Ram?rez,actor
Buffalo '66 ,Jan-Michael Vincent,actor
Buffalo Soldiers ,Leon,actor
Buffy the Vampire Slayer             ,Emma Caulfield,actor
Bullet to the Head ,Jon Seda,actor
Bulletproof Monk ,Victoria Smurfit,actor
Bullets Over Broadway ,Dianne Wiest,actor
Bully ,Brad Renfro,actor
Bulworth ,Graham Beckel,actor
Buried ,Erik Palladino,actor
Burlesque ,David Walton,actor
Burn ,Craig Dougherty,actor
Burn After Reading ,Kevin Sussman,actor
Burnt ,Riccardo Scamarcio,actor
But I'm a Cheerleader ,Eddie Cibrian,actor
Butch Cassidy and the Sundance Kid ,Kenneth Mars,actor
Butterfly ,Stuart Whitman,actor
Butterfly Girl ,Emily Gorell,actor
By the Sea ,Melvil Poupaud,actor
C.H.U.D. ,Sam McMurray,actor
Ca$h ,Paul Sanchez,actor
Cabin Fever ,Samuel Davis,actor
Caddyshack ,Brian Doyle-Murray,actor
Cadillac Records ,Tammy Blanchard,actor
Call + Response ,Madeleine Albright,actor
Camping sauvage ,Emmanuelle Bercot,actor
Can't Hardly Wait ,Charlie Korsmo,actor
Can't Stop the Music ,Caitlyn Jenner,actor
Cape Fear ,Joe Don Baker,actor
Capitalism: A Love Story ,Bernie Sanders,actor
Capote ,Kwesi Ameyaw,actor
Capricorn One ,Hal Holbrook,actor
Captain Alatriste: The Spanish Musketeer ,Eduardo Noriega,actor
Captain America: Civil War ,Chris Evans,actor
Captain America: The First Avenger ,Hayley Atwell,actor
Captain America: The Winter Soldier ,Hayley Atwell,actor
Captain Corelli's Mandolin ,Mihalis Giannatos,actor
Captain Phillips ,Michael Chernus,actor
Captive ,Sydelle Noel,actor
Caramel ,Nadine Labaki,actor
Caravans ,Behrouz Vossoughi,actor
Cargo ,Anna Katharina Schwabroh,actor
Carlos             ,Katharina Sch?ttler,actor
Carnage ,Julie Adams,actor
Carrie ,Portia Doubleday,actor
Carrie ,Portia Doubleday,actor
Carriers ,Lou Taylor Pucci,actor
Cars ,George Carlin,actor
Cars 2 ,Eddie Izzard,actor
Casa de mi Padre ,Luis E. Carazo,actor
Casablanca ,Conrad Veidt,actor
Case 39 ,Vanesa Tomasino,actor
Casino ,Kevin Pollak,actor
Casino Jack ,Christian Campbell,actor
Casino Royale ,Ivana Milicevic,actor
Casino Royale ,Ivana Milicevic,actor
Casper ,Cathy Moriarty,actor
Cast Away ,Nick Searcy,actor
Cat on a Hot Tin Roof ,Jack Carson,actor
Cat People ,John Heard,actor
Cat People ,John Heard,actor
Catch a Fire ,Bonnie Henna,actor
Catch Me If You Can ,Jennifer Garner,actor
Catch That Kid ,Kevin G. Schmidt,actor
Catch-22 ,Martin Balsam,actor
Cats & Dogs ,Miriam Margolyes,actor
Cats & Dogs: The Revenge of Kitty Galore ,Katt Williams,actor
Cats Don't Dance ,Hal Holbrook,actor
Catwoman ,Alex Borstein,actor
Cavite ,Quynn Ton,actor
Cecil B. DeMented ,Kevin Nealon,actor
Cedar Rapids ,Alia Shawkat,actor
Celebrity ,Greg Mottola,actor
Celeste & Jesse Forever ,Rob Huebel,actor
Cellular ,Will Beinbrink,actor
Censored Voices ,,actor
Center Stage ,Ethan Stiefel,actor
Central Intelligence ,Megan Park,actor
Central Station ,Othon Bastos,actor
Centurion ,Dave Legeno,actor
Certifiably Jonathan ,Jonathan Winters,actor
Ch ri ,Gaye Brown,actor
Chain Letter ,Noah Segan,actor
Chain of Command ,Jon Osbeck,actor
Chain Reaction ,Kevin Dunn,actor
Chairman of the Board ,Larry Miller,actor
Changeling ,Colm Feore,actor
Changing Lanes ,Bruce Altman,actor
Chappie ,Jose Pablo Cantillo,actor
Character ,Hans Kesting,actor
Chariots of Fire ,John Gielgud,actor
Charlie and the Chocolate Factory ,David Kelly,actor
Charlie Bartlett ,Hope Davis,actor
Charlie St. Cloud ,Valerie Tian,actor
Charlie Wilson's War ,Jud Tylor,actor
Charlie's Angels ,Kelly Lynch,actor
Charlie's Angels: Full Throttle ,Justin Theroux,actor
Charlotte's Web ,Oprah Winfrey,actor
Charly ,Claire Bloom,actor
Chasing Amy ,Joey Lauren Adams,actor
Chasing Liberty ,Terence Maynard,actor
Chasing Liberty ,Terence Maynard,actor
Chasing Mavericks ,Leven Rambin,actor
Chasing Papi ,Maria Conchita Alonso,actor
Cheap Thrills ,Elissa Dowling,actor
Cheaper by the Dozen ,Bonnie Hunt,actor
Cheaper by the Dozen 2 ,Alyson Stoner,actor
Checkmate ,Michael Par?,actor
Chernobyl Diaries ,Jonathan Sadowski,actor
Chiamatemi Francesco - Il Papa della gente ,Ferdinando Vetere,actor
Chicago ,Jayne Eastwood,actor
Chicago Overcoat ,Frank Vincent,actor
Chicken Little ,Amy Sedaris,actor
Chicken Run ,Julia Sawalha,actor
Chicken Tikka Masala ,Shobu Kapoor,actor
Child 44 ,Michael Nardone,actor
Childless ,Diane Venora,actor
Children of Heaven ,Mohammad Amir Naji,actor
Children of Men ,Rita Davies,actor
Child's Play ,Dinah Manoff,actor
Child's Play 2 ,Greg Germann,actor
Chill Factor ,Hudson Leick,actor
Chloe ,Natalie Lisinska,actor
Chocolat ,Hugh O'Conor,actor
Chocolate: Deep Dark Secrets ,Sunil Shetty,actor
Choke ,Jonah Bobo,actor
Christmas Eve ,Cheryl Hines,actor
Christmas Mail ,Lochlyn Munro,actor
Christmas with the Kranks ,Jake Busey,actor
Chronicle ,Ashley Hinshaw,actor
Chuck & Buck ,Chris Weitz,actor
"Cinco de Mayo, La Batalla ",William Miller,actor
Cinderella ,Lily James,actor
Cinderella ,Lily James,actor
Cinderella Man ,Rosemarie DeWitt,actor
Circle ,Kaiwi Lyman-Mersereau,actor
Circumstance ,Sina Amedson,actor
Cirque du Freak: The Vampire's Assistant ,Patrick Fugit,actor
Cirque du Soleil: Worlds Away ,Igor Zaripov,actor
City by the Sea ,John Doman,actor
City Hall ,Bridget Fonda,actor
City Island ,Dominik Garc?a-Lorido,actor
City of Angels ,Colm Feore,actor
City of Ember ,Harry Treadaway,actor
City of Ghosts ,Rob Campbell,actor
City of God ,Alexandre Rodrigues,actor
City of Life and Death ,Ryu Kohata,actor
Civil Brand ,Clifton Powell,actor
CJ7 ,Chi Chung Lam,actor
Clash of the Titans ,Alexa Davalos,actor
Clash of the Titans ,Alexa Davalos,actor
Class of 1984 ,Timothy Van Patten,actor
Clay Pigeons ,Kevin Rahm,actor
Clean ,Don McKellar,actor
Clear and Present Danger ,Raymond Cruz,actor
Cleopatra ,Roddy McDowall,actor
Clerks ,Jeff Anderson,actor
Clerks II ,Brian O'Halloran,actor
Click ,Julie Kavner,actor
Cliffhanger ,Janine Turner,actor
Clockstoppers ,Jason George,actor
Clockwatchers ,Jamie Kennedy,actor
Close Encounters of the Third Kind ,Melinda Dillon,actor
Close Range ,Scott Evans,actor
Closer ,Colin Stinton,actor
Closer to the Moon ,Martin Hancock,actor
Closure ,Ralph Brown,actor
Cloud Atlas ,Jim Broadbent,actor
Cloudy with a Chance of Meatballs ,Al Roker,actor
Cloudy with a Chance of Meatballs 2 ,Melissa Sturm,actor
Cloverfield ,Liza Lapira,actor
Club Dread ,Jay Chandrasekhar,actor
Clueless ,Elisa Donovan,actor
Coach Carter ,Robert Ri'chard,actor
Coal Miner's Daughter ,Levon Helm,actor
Coco Before Chanel ,Marie Gillain,actor
Code 46 ,Natalie Mendoza,actor
Code Name: The Cleaner ,Cedric the Entertainer,actor
Code of Honor ,Craig Sheffer,actor
Coffee Town ,Glenn Howerton,actor
Cold Mountain ,Charlie Hunnam,actor
Collateral ,Debi Mazar,actor
Collateral Damage ,Jsu Garcia,actor
College ,Haley Bennett,actor
Colombiana ,Jesse Borrego,actor
Come Early Morning ,Ritchie Montgomery,actor
Coming Home ,Ni Yan,actor
Commando ,Rae Dawn Chong,actor
Compadres ,Erick Elias,actor
Compliance ,James McCaffrey,actor
Con Air ,Dave Chappelle,actor
Conan the Barbarian ,Sandahl Bergman,actor
Conan the Barbarian ,Sandahl Bergman,actor
Conan the Destroyer ,Grace Jones,actor
Concussion ,Albert Brooks,actor
Confessions of a Dangerous Mind ,Jennifer Hall,actor
Confessions of a Teenage Drama Queen ,Glenne Headly,actor
Confidence ,Leland Orser,actor
Congo ,Grant Heslov,actor
Connie and Carla ,Dash Mihok,actor
Conquest of the Planet of the Apes ,John Randolph,actor
Conspiracy Theory ,Michael Potts,actor
Constantine             ,Charles Halford,actor
Contact ,Larry King,actor
Contagion ,Griffin Kane,actor
Containment ,Louise Brealey,actor
Contraband ,Lukas Haas,actor
Control ,Alexandra Maria Lara,actor
Conversations with Other Women ,Nora Zehetner,actor
Cool Runnings ,Malik Yoba,actor
Cop Land ,Janeane Garofalo,actor
Cop Out ,Kevin Pollak,actor
Copycat ,Harry Connick Jr.,actor
Copying Beethoven ,Angus Barnett,actor
Coraline ,John Hodgman,actor
Coriolanus ,Lubna Azabal,actor
Corky Romano ,Peter Berg,actor
Corpse Bride ,Joanna Lumley,actor
Cotton Comes to Harlem ,Calvin Lockhart,actor
Counting ,,actor
Country Strong ,Tim McGraw,actor
Couples Retreat ,Tasha Smith,actor
Courage ,Brent Anderson,actor
Courage Under Fire ,Scott Glenn,actor
Courageous ,T.C. Stallings,actor
Coyote Ugly ,Izabella Miko,actor
Cradle 2 the Grave ,DMX,actor
Cradle Will Rock ,Emily Watson,actor
Crank ,Jose Pablo Cantillo,actor
Crank: High Voltage ,David Carradine,actor
Crash ,Jennifer Esposito,actor
Crash ,Jennifer Esposito,actor
Crazy Heart ,Debrianna Mansini,actor
Crazy in Alabama ,Noah Emmerich,actor
Crazy Stone ,Zhonghua Chen,actor
"Crazy, Stupid, Love. ",Steve Carell,actor
Crazy/Beautiful ,Rolando Molina,actor
Creative Control ,Meredith Hagner,actor
Creature             ,Megalyn Echikunwoke,actor
Creed ,Graham McTavish,actor
Creepshow ,Adrienne Barbeau,actor
Creepshow ,Adrienne Barbeau,actor
Creepshow 2 ,Dorothy Lamour,actor
Cries & Whispers ,Erland Josephson,actor
Criminal ,Doug Cockle,actor
Criminal Activities ,Travis Aaron Wade,actor
Crimson Tide ,Ricky Schroder,actor
Critical Care ,Albert Brooks,actor
Crocodile Dundee ,David Gulpilil,actor
Crocodile Dundee II ,John Meillon,actor
Crocodile Dundee in Los Angeles ,Linda Kozlowski,actor
Crooklyn ,Isaiah Washington,actor
Crop Circles: Quest for Truth ,Francine Blake,actor
Crossover ,Eva Marcille,actor
Crossroads ,Dave Allen,actor
Crossroads ,Dave Allen,actor
"Crouching Tiger, Hidden Dragon ",Sihung Lung,actor
Crowsnest ,Chelsey Reist,actor
Cruel Intentions ,Eric Mabius,actor
Cry Freedom ,Penelope Wilton,actor
Cry_Wolf ,Lindy Booth,actor
Crying with Laughter ,Joe Cassidy,actor
Cube ,Nicole de Boer,actor
Curious George ,Alexander Gould,actor
Curse of the Golden Flower ,Man Li,actor
Cursed ,Derek Mears,actor
Cutthroat Island ,Matthew Modine,actor
Cypher ,Kari Matchett,actor
Cyrus ,Katie Aselton,actor
D j  Vu ,Michael Brandon,actor
D.E.B.S. ,Scoot McNairy,actor
Da Sweet Blood of Jesus ,Felicia Pearson,actor
Daddy Day Camp ,Tamala Jones,actor
Daddy Day Care ,Jeff Garlin,actor
Daddy's Home ,Mark L. Young,actor
Dallas Buyers Club ,Denis O'Hare,actor
Damnation Alley ,Paul Winfield,actor
Damsels in Distress ,Zach Woods,actor
Dance Flick ,Chris Elliott,actor
Dancer in the Dark ,Bj?rk,actor
"Dancer, Texas Pop. 81 ",Alexandra Holden,actor
Dances with Wolves ,Maury Chaykin,actor
Dancin' It's On ,Ginger Jensen,actor
Dangerous Liaisons ,Swoosie Kurtz,actor
Dangerous Liaisons ,Swoosie Kurtz,actor
Danny Collins ,Melissa Benoist,actor
Dante's Peak ,Tzi Ma,actor
Daredevil             ,Charlie Cox,actor
Dark Angel             ,John Savage,actor
Dark Blue ,Michael Michele,actor
Dark City ,Bruce Spence,actor
Dark Shadows ,Christopher Lee,actor
Dark Water ,Ariel Gade,actor
Darkness ,Francesc Pag?s,actor
Darkness Falls ,Angus Sampson,actor
Darling Companion ,Sam Shepard,actor
Darling Lili ,Jeremy Kemp,actor
Das Boot ,Herbert Gr?nemeyer,actor
Date Movie ,Fred Willard,actor
Date Night ,Steve Carell,actor
Dave Chappelle's Block Party ,Lauryn Hill,actor
Dawn of the Crescent Moon ,Shiree Nelson,actor
Dawn of the Dead ,Mekhi Phifer,actor
Dawn of the Dead ,Mekhi Phifer,actor
Dawn of the Planet of the Apes ,Kodi Smit-McPhee,actor
Dawn Patrol ,Rita Wilson,actor
Day of the Dead ,Joseph Pilato,actor
Day of the Dead ,Joseph Pilato,actor
Day One ,Luis Antonio,actor
Daybreakers ,Tiffany Lamb,actor
Daylight ,Amy Brenneman,actor
Days of Heaven ,Richard Libertini,actor
Days of Thunder ,Randy Quaid,actor
Dazed and Confused ,Cole Hauser,actor
Dead Like Me: Life After Death ,Shenae Grimes-Beech,actor
Dead Man Down ,James Biberi,actor
Dead Man on Campus ,Poppy Montgomery,actor
Dead Man Walking ,Robert Prosky,actor
Dead Man's Shoes ,George Newton,actor
Dead Poets Society ,Kurtwood Smith,actor
Dead Snow ,Ane Dahl Torp,actor
Deadfall ,Sissy Spacek,actor
Deadline - U.S.A. ,Kim Hunter,actor
Deadline Gallipoli             ,Luke Ford,actor
Deadpool ,Stefan Kapicic,actor
Dear Frankie ,Jack McElhone,actor
Dear John ,Scott Porter,actor
Dear Wendy ,William Hootkins,actor
Death at a Funeral ,Kris Marshall,actor
Death at a Funeral ,Kris Marshall,actor
Death Becomes Her ,Isabella Rossellini,actor
Death Calls ,Ron Rogg?,actor
Death Race ,Joan Allen,actor
Death Race 2000 ,Martin Kove,actor
Death Sentence ,Edi Gathegi,actor
Death to Smoochy ,Danny Woodburn,actor
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Dick Cavett,actor
Deck the Halls ,Alia Shawkat,actor
Deconstructing Harry ,Judy Davis,actor
Decoys ,Corey Sevier,actor
Deep Blue Sea ,Saffron Burrows,actor
Deep Impact ,Robert Duvall,actor
Deep Rising ,Wes Studi,actor
Def-Con 4 ,Tim Choate,actor
Defendor ,Charlotte Sullivan,actor
Defiance             ,Grant Bowler,actor
"Definitely, Maybe ",Paulina Gerzon,actor
Dekalog             ,Olgierd Lukaszewicz,actor
Dekalog             ,Olgierd Lukaszewicz,actor
Del 1 - M n som hatar kvinnor             ,Lena Endre,actor
Delgo ,Kelly Ripa,actor
Deliver Us from Evil ,Edgar Ram?rez,actor
Delivery Man ,Matthew Daddario,actor
De-Lovely ,Sandra Nelson,actor
Demonic ,Aaron Yoo,actor
Departure ,Niamh Cusack,actor
Derailed ,Xzibit,actor
Desert Blue ,Sara Gilbert,actor
Desert Dancer ,Marama Corlett,actor
Desperado ,Salma Hayek,actor
Despicable Me ,Jack McBrayer,actor
Despicable Me 2 ,Steve Coogan,actor
Destiny ,Erick Avari,actor
Detention ,Parker Bagley,actor
Detention of the Dead ,Max Adler,actor
Deterrence ,Timothy Hutton,actor
Detroit Rock City ,Shannon Tweed,actor
Deuce Bigalow: European Gigolo ,Charles Keating,actor
Deuce Bigalow: Male Gigolo ,Bree Turner,actor
Deuces Wild ,Frankie Muniz,actor
Devil ,Geoffrey Arend,actor
Devil's Due ,Vanessa Ray,actor
Diamond Ruff ,Fredro Starr,actor
Diamonds Are Forever ,Jill St. John,actor
Diary of a Mad Black Woman ,Tamara Taylor,actor
Diary of a Wimpy Kid ,Rachael Harris,actor
Diary of a Wimpy Kid: Dog Days ,Karan Brar,actor
Diary of a Wimpy Kid: Rodrick Rules ,Fran Kranz,actor
Diary of the Dead ,Joe Dinicol,actor
Dick ,Kirsten Dunst,actor
Dick Tracy ,Seymour Cassel,actor
Dickie Roberts: Former Child Star ,Mary McCormack,actor
Did You Hear About the Morgans  ,Kevin Brown,actor
Die Another Day ,Rick Yune,actor
Die Hard ,Reginald VelJohnson,actor
Die Hard 2 ,Franco Nero,actor
Die Hard with a Vengeance ,Kevin Chamberlin,actor
Digimon: The Movie ,Mona Marshall,actor
Dil Jo Bhi Kahey... ,Bhoomika Chawla,actor
Diner ,Ellen Barkin,actor
Dinner for Schmucks ,Bruce Greenwood,actor
Dinner Rush ,Ajay Naidu,actor
Dinosaur ,Della Reese,actor
Dirty Grandpa ,Jason Mantzoukas,actor
Dirty Pretty Things ,Sergi L?pez,actor
Dirty Work ,Traylor Howard,actor
Disaster Movie ,Ike Barinholtz,actor
Disclosure ,Roma Maffia,actor
District 9 ,Jason Cope,actor
District B13 ,Dany Verissimo-Petit,actor
Disturbia ,Jose Pablo Cantillo,actor
Disturbia ,Jose Pablo Cantillo,actor
Disturbing Behavior ,Katharine Isabelle,actor
Divergent ,Mekhi Phifer,actor
Divine Secrets of the Ya-Ya Sisterhood ,Matthew Settle,actor
Django Unchained ,Ato Essandoh,actor
Do the Right Thing ,Danny Aiello,actor
Do You Believe  ,Madison Pettis,actor
DOA: Dead or Alive ,Sarah Carter,actor
Doc Holliday's Revenge ,Randy Jay Burrell,actor
Doctor Dolittle ,Peter Boyle,actor
Doctor Zhivago ,Geraldine Chaplin,actor
Dodgeball: A True Underdog Story ,Joel David Moore,actor
Dodgeball: A True Underdog Story ,Joel David Moore,actor
Dogma ,George Carlin,actor
Dogtooth ,Sissy Petropoulou,actor
Dogtown and Z-Boys ,Jeff Ament,actor
Dolphin Tale ,Harry Connick Jr.,actor
Dolphin Tale 2 ,Harry Connick Jr.,actor
Dolphins and Whales 3D: Tribes of the Ocean ,,actor
Dom Hemingway ,Richard Graham,actor
Domestic Disturbance ,Matt O'Leary,actor
Domino ,Edgar Ram?rez,actor
Don Jon ,Tony Danza,actor
Don Juan DeMarco ,Faye Dunaway,actor
Don McKay ,Robert Wahlberg,actor
Donkey Punch ,Tom Burke,actor
Donnie Brasco ,Anne Heche,actor
Donnie Darko ,James Duval,actor
Donovan's Reef ,Jack Warden,actor
Don't Be Afraid of the Dark ,Jack Thompson,actor
Don't Say a Word ,Conrad Goode,actor
Doogal ,Jon Stewart,actor
Doom ,Dexter Fletcher,actor
Doomsday ,Jeremy Crutchley,actor
Dope ,Kiersey Clemons,actor
Double Impact ,Kamel Krifa,actor
Double Jeopardy ,Bruce Campbell,actor
Double Take ,Garcelle Beauvais,actor
Doubt ,Carrie Preston,actor
Doug's 1st Movie ,Alice Playten,actor
Down and Out with the Dolls ,Zo? Poledouris,actor
Down for Life ,Nicholas Gonzalez,actor
Down in the Valley ,Rory Culkin,actor
Down Terrace ,David Schaal,actor
Down to Earth ,Wanda Sykes,actor
Down to You ,Shawn Hatosy,actor
Downfall ,Alexandra Maria Lara,actor
Dr. Dolittle 2 ,Kevin Pollak,actor
Dr. No ,Lois Maxwell,actor
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Keenan Wynn,actor
Dracula 2000 ,Jeri Ryan,actor
Dracula Untold ,Zach McGowan,actor
Dracula: Pages from a Virgin's Diary ,Brent Neale,actor
Draft Day ,Patrick St. Esprit,actor
Drag Me to Hell ,Reggie Lee,actor
Dragon Blade ,Sung-jun Yoo,actor
Dragon Hunters ,Mary Mouser,actor
Dragon Nest: Warriors' Dawn ,Jiao Xu,actor
Dragon Wars: D-War ,Chris Mulkey,actor
Dragonball: Evolution ,Randall Duk Kim,actor
Dragonfly ,Matt Craven,actor
DragonHeart ,Terry O'Neill,actor
Dragonslayer ,Albert Salmi,actor
Dream House ,Sarah Gadon,actor
Dream with the Fishes ,Kathryn Erbe,actor
Dreamcatcher ,Reece Thompson,actor
Dreamer: Inspired by a True Story ,Holmes Osborne,actor
Dreamgirls ,Anika Noni Rose,actor
Dreaming of Joseph Lees ,Miriam Margolyes,actor
Dredd ,Rakie Ayola,actor
Dredd ,Rakie Ayola,actor
Dressed to Kill ,Nancy Allen,actor
Drillbit Taylor ,Matt Walsh,actor
Drinking Buddies ,Ti West,actor
Drive ,Russ Tamblyn,actor
Drive Angry ,Katy Mixon,actor
Drive Hard ,Christopher Sommers,actor
Drive Me Crazy ,Keri Lynn Pratt,actor
Driven ,Cristi?n de la Fuente,actor
Driving Lessons ,Tamsin Egerton,actor
Driving Miss Daisy ,Patti LuPone,actor
Drop Dead Gorgeous ,Ellen Barkin,actor
Drowning Mona ,Tracey Walter,actor
Drumline ,Jason Weaver,actor
Dry Spell ,Travis Legge,actor
"Dude, Where's My Car  ",Marla Sokoloff,actor
"Dude, Where's My Dog ! ",Brandon Middleton,actor
Dudley Do-Right ,Eric Idle,actor
Due Date ,Matt Walsh,actor
Duel in the Sun ,Jennifer Jones,actor
Duets ,Huey Lewis,actor
Dum Maaro Dum ,Prateik,actor
Duma ,Campbell Scott,actor
Dumb & Dumber ,Teri Garr,actor
Dumb and Dumber To ,Rob Riggle,actor
Dumb and Dumberer: When Harry Met Lloyd ,Cheri Oteri,actor
Dune ,Jos? Ferrer,actor
Dungeons & Dragons: Wrath of the Dragon God ,Steven Elder,actor
Duplex ,Harvey Fierstein,actor
Duplicity ,Denis O'Hare,actor
Dutch Kills ,Damon Owlia,actor
Dwegons and Leprechauns ,Jacqueline Lovell,actor
