director_name,duration,actor_2_name,gross,actor_1_name,movie_title,num_voted_users,actor_3_name,language,country,budget,title_year,imdb_score,Action,Adventure,Fantasy,Sci-Fi,Thriller,Documentary,Family,Musical,Romance,Mystery,Western,Comedy,Sport,Horror,Drama,War,History,Animation,Biography,Crime
Jon Favreau,124,Scarlett Johansson,312057433,Robert Downey Jr.,Iron Man 2?,522371,Jon Favreau,English,USA,200000000,2010,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gore Verbinski,151,Orlando Bloom,423032628,Johnny Depp,Pirates of the Caribbean: Dead Man's Chest?,522040,Jack Davenport,English,USA,225000000,2006,7.3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Jordan,133,Liam Neeson,11030963,Alan Rickman,Michael Collins?,24145,Julia Roberts,English,UK,28000000,1996,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Gore Verbinski,169,Orlando Bloom,309404152,Johnny Depp,Pirates of the Caribbean: At World's End?,471220,Jack Davenport,English,USA,300000000,2007,7.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gore Verbinski,143,Orlando Bloom,305388685,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl?,809474,Jack Davenport,English,USA,140000000,2003,8.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Steven Spielberg,141,Tom Hanks,164435221,Leonardo DiCaprio,Catch Me If You Can?,525801,Jennifer Garner,English,USA,52000000,2002,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Joel Coen,117,Jeff Bridges,17439163,Philip Seymour Hoffman,The Big Lebowski?,537419,Steve Buscemi,English,USA,15000000,1998,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Miguel Arteta,81,Steve Carell,66950483,Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day?",29738,Jennifer Garner,English,USA,28000000,2014,6.2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Martin Scorsese,216,Liam Neeson,77679638,Leonardo DiCaprio,Gangs of New York?,314033,Jim Broadbent,English,USA,100000000,2002,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lana Wachowski,127,Mila Kunis,47375327,Channing Tatum,Jupiter Ascending?,139593,Eddie Redmayne,English,USA,176000000,2015,5.4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jay Roach,95,Verne Troyer,205399422,Muse Watson,Austin Powers: The Spy Who Shagged Me?,181225,Robert Wagner,English,USA,33000000,1999,6.6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Guy Ritchie,114,Gerard Butler,5694401,Tom Hardy,RocknRolla?,194489,Tom Wilkinson,English,UK,18000000,2008,7.3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ed Gass-Donnelly,93,Spencer Treat Clark,15152879,Muse Watson,The Last Exorcism Part II?,13506,Ashley Bell,English,France,5000000,2013,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Steven Spielberg,146,Benedict Cumberbatch,79883359,Jeremy Irvine,War Horse?,116159,Eddie Marsan,English,USA,66000000,2011,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Cedric Nicolas-Troyan,120,Sam Claflin,47952020,Chris Hemsworth,The Huntsman: Winter's War?,37750,Charlize Theron,English,USA,115000000,2016,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Steven Soderbergh,110,Alex Pettyfer,113709992,Channing Tatum,Magic Mike?,108843,Matthew McConaughey,English,USA,7000000,2012,6.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Sylvester Stallone,113,Sylvester Stallone,102981571,Jason Statham,The Expendables?,270226,Jet Li,English,USA,80000000,2010,6.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tomas Alfredson,127,Colin Firth,24104113,Benedict Cumberbatch,Tinker Tailor Soldier Spy?,149066,Gary Oldman,English,France,20000000,2011,7.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Tom Hooper,158,Eddie Redmayne,148775460,Hugh Jackman,Les Mis?rables?,243834,Anne Hathaway,English,USA,61000000,2012,7.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Robert Rodriguez,102,Salma Hayek,55845943,Johnny Depp,Once Upon a Time in Mexico?,130094,Enrique Iglesias,English,USA,29000000,2003,6.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tom McGrath,95,Brad Pitt,148337537,J.K. Simmons,Megamind?,172754,Will Ferrell,English,USA,130000000,2010,7.3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Kevin Smith,88,Haley Joel Osment,,Johnny Depp,Yoga Hosers?,849,Natasha Lyonne,English,USA,5000000,2016,4.8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Martin Scorsese,240,Matthew McConaughey,116866727,Leonardo DiCaprio,The Wolf of Wall Street?,780588,Jon Favreau,English,USA,100000000,2013,8.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Sam Raimi,156,James Franco,336530303,J.K. Simmons,Spider-Man 3?,383056,Kirsten Dunst,English,USA,258000000,2007,6.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sam Raimi,156,James Franco,336530303,J.K. Simmons,Spider-Man 3?,383071,Kirsten Dunst,English,USA,258000000,2007,6.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Joel Schumacher,112,Philip Seymour Hoffman,4485485,Robert De Niro,Flawless?,14612,Chris Bauer,English,USA,15000000,1999,6.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
Simon Wincer,119,Tom Selleck,21413105,Alan Rickman,Quigley Down Under?,15230,Ben Mendelsohn,English,Australia,20000000,1990,6.8,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Gore Verbinski,150,Ruth Wilson,89289910,Johnny Depp,The Lone Ranger?,181792,Tom Wilkinson,English,USA,215000000,2013,6.5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Garry Marshall,125,Taylor Lautner,110476776,Bradley Cooper,Valentine's Day?,95437,Anne Hathaway,English,USA,52000000,2010,5.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Martin Scorsese,151,Matt Damon,132373442,Leonardo DiCaprio,The Departed?,873649,Ray Winstone,English,USA,90000000,2006,8.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Rob Cohen,106,Vin Diesel,144512310,Paul Walker,The Fast and the Furious?,272223,Jordana Brewster,English,USA,38000000,2001,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rob Cohen,106,Vin Diesel,144512310,Paul Walker,The Fast and the Furious?,272223,Jordana Brewster,English,USA,38000000,2001,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rob Cohen,106,Vin Diesel,144512310,Paul Walker,The Fast and the Furious?,272227,Jordana Brewster,English,USA,38000000,2001,6.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Taylor Hackford,136,Al Pacino,60984028,Keanu Reeves,The Devil's Advocate?,259519,Charlize Theron,English,USA,57000000,1997,7.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
James Cameron,194,Kate Winslet,658672302,Leonardo DiCaprio,Titanic?,793059,Gloria Stuart,English,USA,200000000,1997,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
David Gordon Green,102,Zooey Deschanel,21557240,Natalie Portman,Your Highness?,85237,James Franco,English,USA,49900000,2011,5.6,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Steven Spielberg,169,Vin Diesel,216119491,Tom Hanks,Saving Private Ryan?,881236,Matt Damon,English,USA,70000000,1998,8.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Spencer Susser,106,Natalie Portman,382946,Joseph Gordon-Levitt,Hesher?,43965,Rainn Wilson,English,USA,7000000,2010,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Peter Segal,110,Dwayne Johnson,130313314,Bill Murray,Get Smart?,168172,Anne Hathaway,English,USA,80000000,2008,6.5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Albert Hughes,118,Mila Kunis,94822707,Denzel Washington,The Book of Eli?,227072,Gary Oldman,English,USA,80000000,2010,6.9,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Joseph Gordon-Levitt,90,Scarlett Johansson,24475193,Joseph Gordon-Levitt,Don Jon?,190494,Tony Danza,English,USA,3000000,2013,6.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Catherine Hardwicke,122,Taylor Lautner,191449475,Kristen Stewart,Twilight?,348010,Anna Kendrick,English,USA,37000000,2008,5.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Catherine Hardwicke,122,Taylor Lautner,191449475,Kristen Stewart,Twilight?,348007,Anna Kendrick,English,USA,37000000,2008,5.2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
George Lucas,140,Christopher Lee,380262555,Natalie Portman,Star Wars: Episode III - Revenge of the Sith?,520104,Hayden Christensen,English,USA,113000000,2005,7.6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Crowe,105,Bradley Cooper,20991497,Emma Stone,Aloha?,39778,Bill Murray,English,USA,37000000,2015,5.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Cameron Crowe,105,Bradley Cooper,20991497,Emma Stone,Aloha?,39782,Bill Murray,English,USA,37000000,2015,5.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Gore Verbinski,123,Brad Pitt,66808615,J.K. Simmons,The Mexican?,87351,Julia Roberts,English,USA,34000000,2001,6.1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Richard Donner,116,Gerard Butler,19480739,Paul Walker,Timeline?,53057,Ethan Embry,English,USA,80000000,2003,5.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Smith,102,Haley Joel Osment,1821983,Johnny Depp,Tusk?,31089,Michael Parks,English,USA,3000000,2014,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
Kimberly Peirce,112,Channing Tatum,10911750,Joseph Gordon-Levitt,Stop-Loss?,17757,Abbie Cornish,English,USA,25000000,2008,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Steven Soderbergh,122,Matt Damon,117144465,Al Pacino,Ocean's Thirteen?,256928,Brad Pitt,English,USA,85000000,2007,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ted Demme,124,Ethan Suplee,52937130,Johnny Depp,Blow?,198066,Jordi Moll?,English,USA,30000000,2001,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Sam Raimi,135,James Franco,373377893,J.K. Simmons,Spider-Man 2?,411164,Kirsten Dunst,English,USA,200000000,2004,7.3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Jon Favreau,97,Zooey Deschanel,173381405,Peter Dinklage,Elf?,147597,Will Ferrell,English,USA,33000000,2003,6.9,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Gore Verbinski,107,Ray Winstone,123207194,Johnny Depp,Rango?,183208,Stephen Root,English,USA,135000000,2011,7.2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
Kirk De Micco,98,Emma Stone,187165546,Ryan Reynolds,The Croods?,150618,Nicolas Cage,English,USA,135000000,2013,7.3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Terry Gilliam,118,Michael Jeter,10562387,Johnny Depp,Fear and Loathing in Las Vegas?,213226,Ellen Barkin,English,USA,18500000,1998,7.7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
George Lucas,142,Christopher Lee,310675583,Natalie Portman,Star Wars: Episode II - Attack of the Clones?,464310,Hayden Christensen,English,USA,115000000,2002,6.7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wes Craven,101,Lin Shaye,26505000,Johnny Depp,A Nightmare on Elm Street?,149285,Amanda Wyss,English,USA,1800000,1984,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wes Craven,101,Lin Shaye,26505000,Johnny Depp,A Nightmare on Elm Street?,149293,Amanda Wyss,English,USA,1800000,1984,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
David Koepp,107,Olivia Munn,7605668,Johnny Depp,Mortdecai?,47320,Ulrich Thomsen,English,UK,60000000,2015,5.5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
Laurence Dunmore,114,Jack Davenport,4829497,Johnny Depp,The Libertine?,31433,Richard Coyle,English,UK,,2004,6.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jim Sheridan,105,Jake Gyllenhaal,28501651,Natalie Portman,Brothers?,88035,Bailee Madison,English,USA,26000000,2009,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Roman Polanski,133,Frank Langella,18653746,Johnny Depp,The Ninth Gate?,137722,Lena Olin,English,Spain,38000000,1999,6.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tim Burton,105,Dianne Wiest,56362352,Johnny Depp,Edward Scissorhands?,357581,Conchata Ferrell,English,USA,20000000,1990,7.9,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Francis Ford Coppola,155,Anthony Hopkins,82522790,Keanu Reeves,Bram Stoker's Dracula?,143835,Gary Oldman,English,USA,40000000,1992,7.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Oliver Stone,120,Tom Berenger,137963328,Johnny Depp,Platoon?,291603,Kevin Dillon,English,UK,6000000,1986,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Rachel Talalay,93,Tom Arnold,34872293,Johnny Depp,Freddy's Dead: The Final Nightmare?,30765,Yaphet Kotto,English,USA,8500000,1991,4.9,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Mike Judge,92,Mila Kunis,10814185,J.K. Simmons,Extract?,37530,Clifton Collins Jr.,English,USA,8000000,2009,6.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Ethan Coen,104,Tom Hanks,39692139,J.K. Simmons,The Ladykillers?,84131,Stephen Root,English,USA,35000000,2004,6.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Keith Gordon,109,Robin Wright,336456,Robert Downey Jr.,The Singing Detective?,7116,Alfre Woodard,English,USA,8000000,2003,5.6,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
Albert Hughes,122,Jason Flemyng,31598308,Johnny Depp,From Hell?,124765,Ian Richardson,English,USA,35000000,2001,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Albert Hughes,122,Jason Flemyng,31598308,Johnny Depp,From Hell?,124765,Ian Richardson,English,USA,35000000,2001,6.8,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
David Twohy,108,Milla Jovovich,15483540,Chris Hemsworth,A Perfect Getaway?,56338,Marley Shelton,English,USA,14000000,2009,6.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
David Koepp,96,Charles S. Dutton,47781388,Johnny Depp,Secret Window?,147504,Timothy Hutton,English,USA,40000000,2004,6.6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elizabeth Banks,94,Kate Winslet,8828771,Hugh Jackman,Movie 43?,79146,Seth MacFarlane,English,USA,6000000,2013,4.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ang Lee,136,Kate Winslet,42700000,Alan Rickman,Sense and Sensibility?,78392,Tom Wilkinson,English,USA,16500000,1995,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Quentin Tarantino,165,Christoph Waltz,162804648,Leonardo DiCaprio,Django Unchained?,955174,Ato Essandoh,English,USA,100000000,2012,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
John McTiernan,131,Bruce Willis,81350242,Alan Rickman,Die Hard?,592582,Reginald VelJohnson,English,USA,28000000,1988,8.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Raimi,121,James Franco,403706375,J.K. Simmons,Spider-Man?,544665,Kirsten Dunst,English,USA,139000000,2002,7.3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
John Francis Daley,99,Norman Reedus,58879132,Chris Hemsworth,Vacation?,66123,Beverly D'Angelo,English,USA,31000000,2015,6.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
James Mangold,120,Sylvester Stallone,44886089,Robert De Niro,Cop Land?,69576,Janeane Garofalo,English,USA,10000000,1997,6.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gavin Hood,119,Ryan Reynolds,179883016,Hugh Jackman,X-Men Origins: Wolverine?,361924,Dominic Monaghan,English,USA,150000000,2009,6.7,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Miller,120,Charlize Theron,153629485,Tom Hardy,Mad Max: Fury Road?,552503,Zo? Kravitz,English,Australia,150000000,2015,8.1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gary Fleder,100,James Franco,19783777,Jason Statham,Homefront?,82804,Frank Grillo,English,USA,22000000,2013,6.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Francis Ford Coppola,220,Al Pacino,57300000,Robert De Niro,The Godfather: Part II?,790926,Robert Duvall,English,USA,13000000,1974,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Shawn Levy,101,James Franco,98711404,Mila Kunis,Date Night?,127571,Steve Carell,English,USA,55000000,2010,6.3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Jonathan Levine,100,Anna Kendrick,34963967,Joseph Gordon-Levitt,50/50?,270441,Bryce Dallas Howard,English,USA,8000000,2011,7.7,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Ang Lee,134,Heath Ledger,83025853,Jake Gyllenhaal,Brokeback Mountain?,259837,Anne Hathaway,English,USA,14000000,2005,7.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
John Wells,121,Meryl Streep,37738400,Benedict Cumberbatch,August: Osage County?,67797,Julia Roberts,English,USA,25000000,2013,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Hunter Richards,92,Chris Evans,12667,Jason Statham,London?,19336,Dane Cook,English,UK,14000,2005,6.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Andrew Jarecki,101,Kirsten Dunst,578382,Ryan Gosling,All Good Things?,41249,Frank Langella,English,USA,,2010,6.3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Richard Linklater,100,Keanu Reeves,5480996,Robert Downey Jr.,A Scanner Darkly?,89383,Rory Cochrane,English,USA,8700000,2006,7.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
Jim Sheridan,105,Jake Gyllenhaal,28501651,Natalie Portman,Brothers?,88037,Ethan Suplee,English,USA,26000000,2009,7.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jonathan Teplitzky,116,Colin Firth,4435083,Jeremy Irvine,The Railway Man?,27882,Sam Reid,English,Australia,18000000,2013,7.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
Luc Besson,126,Bruce Willis,63540020,Milla Jovovich,The Fifth Element?,343274,Gary Oldman,English,France,93000000,1997,7.7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jason Reitman,111,Kate Winslet,13362308,J.K. Simmons,Labor Day?,31898,Brooke Smith,English,USA,18000000,2013,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J.J. Abrams,127,Leonard Nimoy,257704099,Chris Hemsworth,Star Trek?,504419,Bruce Greenwood,English,USA,150000000,2009,8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dennis Dugan,101,Adam Sandler,133668525,Steve Buscemi,Grown Ups 2?,107817,Jon Lovitz,English,USA,80000000,2013,5.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jon Favreau,126,Jeff Bridges,318298180,Robert Downey Jr.,Iron Man?,696338,Jon Favreau,English,USA,140000000,2008,7.9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy Ritchie,104,Brad Pitt,30093107,Jason Statham,Snatch?,600996,Jason Flemyng,English,UK,6000000,2000,8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Guy Ritchie,104,Brad Pitt,30093107,Jason Statham,Snatch?,600996,Jason Flemyng,English,UK,6000000,2000,8.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Gregory Jacobs,115,Channing Tatum,66009973,Matt Bomer,Magic Mike XXL?,38202,Kevin Nash,English,USA,14800000,2015,5.7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
Alan Taylor,126,Emilia Clarke,89732035,J.K. Simmons,Terminator Genisys?,188457,Matt Smith,English,USA,155000000,2015,6.6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jon Avnet,101,Al Pacino,40076438,Robert De Niro,Righteous Kill?,73368,50 Cent,English,USA,60000000,2008,6,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Evan Goldberg,107,James Franco,101470202,Channing Tatum,This Is the End?,310540,Emma Watson,English,USA,32000000,2013,6.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kevin Reynolds,155,Morgan Freeman,165500000,Alan Rickman,Robin Hood: Prince of Thieves?,145257,Michael Wincott,English,USA,48000000,1991,6.9,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Ethan Coen,106,Channing Tatum,29997095,Scarlett Johansson,"Hail, Caesar!?",60926,Alden Ehrenreich,English,UK,22000000,2016,6.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Walt Becker,92,Joshua Mikel,85884815,Bella Thorne,Alvin and the Chipmunks: The Road Chip?,9418,Jesse McCartney,English,USA,90000000,2015,5,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
Michael Caton-Jones,124,Bruce Willis,54910560,J.K. Simmons,The Jackal?,88225,Sophie Okonedo,English,USA,60000000,1997,6.3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Tyler Oliver,103,Chloe Bridges,,Bella Thorne,Forget Me Not?,4866,Christopher Atkins,English,USA,1300000,2009,5.2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Darren Aronofsky,108,Mila Kunis,106952327,Natalie Portman,Black Swan?,551363,Mark Margolis,English,USA,13000000,2010,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tom Dey,95,Matthew McConaughey,88658172,Bradley Cooper,Failure to Launch?,58412,Zooey Deschanel,English,USA,50000000,2006,5.6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Gil Junger,97,Heath Ledger,38176108,Joseph Gordon-Levitt,10 Things I Hate About You?,222099,Andrew Keegan,English,USA,16000000,1999,7.2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
John Curran,105,Milla Jovovich,1796024,Robert De Niro,Stone?,34985,Frances Conroy,English,USA,22000000,2010,5.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
George Lucas,136,Liam Neeson,474544677,Natalie Portman,Star Wars: Episode I - The Phantom Menace?,534658,Ian McDiarmid,English,USA,115000000,1999,6.5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenneth Branagh,111,Denzel Washington,22551000,Keanu Reeves,Much Ado About Nothing?,37269,Brian Blessed,English,UK,8000000,1993,7.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Sidney Lumet,125,Vin Diesel,1172769,Peter Dinklage,Find Me Guilty?,28068,Alex Rocco,English,Germany,13000000,2006,7.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
Antoine Fuqua,132,Chlo? Grace Moretz,101530738,Denzel Washington,The Equalizer?,229574,James Wilcox,English,USA,55000000,2014,7.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Steven Spielberg,155,Morgan Freeman,44175394,Anthony Hopkins,Amistad?,56509,Matthew McConaughey,English,USA,36000000,1997,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
John Herzfeld,97,Olivia Wilde,,Paul Walker,The Death and Life of Bobby Z?,12078,Jason Flemyng,English,USA,22000000,2007,5.9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rian Johnson,119,Bruce Willis,66468315,Joseph Gordon-Levitt,Looper?,428916,Tracie Thoms,English,USA,30000000,2012,7.4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Denis Villeneuve,153,Jake Gyllenhaal,60962878,Hugh Jackman,Prisoners?,383591,Dylan Minnette,English,USA,46000000,2013,8.1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
Spike Lee,136,Milla Jovovich,21554585,Denzel Washington,He Got Game?,36108,Rosario Dawson,English,USA,25000000,1998,6.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Ron Howard,123,Olivia Wilde,26903709,Chris Hemsworth,Rush?,312629,Alexandra Maria Lara,English,UK,38000000,2013,8.1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
Genndy Tartakovsky,91,Adam Sandler,148313048,Steve Buscemi,Hotel Transylvania?,164148,Jon Lovitz,English,USA,85000000,2012,7.1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
