movie	title_year	duration	gross	imdb_score	budget
Black Book 	2006	145	4398392	7.8	21000000
Black Christmas 	2006	94	16235293	4.5	9000000
Black Hawk Down 	2001	152	108638745	7.7	92000000
Black Knight 	2001	95	33422806	4.8	50000000
Black Mass 	2015	123	62563543	7	53000000
Black Nativity 	2013	93	7017178	4.4	17500000
Black November 	2012	95		5.6	7500000
Black or White 	2014	121	21569041	6.6	9000000
Black Rain 	1989	125	45645204	6.6	30000000
Black Rock 	2012	83		4.7	
Black Snake Moan 	2006	116	9396487	7	15000000
Black Swan 	2010	108	106952327	8	13000000
Black Water Transit 	2009			7.2	23000000
Blackhat 	2015	133	7097125	5.4	70000000
Blackthorn 	2011	102	199652	6.6	
Blade 	1998	110	70001065	7.1	45000000
Blade II 	2002	117	81645152	6.7	54000000
Blade Runner 	1982	117	27000000	8.2	28000000
Blade: Trinity 	2004	122	52397389	5.9	65000000
Blades of Glory 	2007	93	118153533	6.3	61000000
Blast from the Past 	1999	112	26494611	6.6	35000000
Blazing Saddles 	1974	93	119500000	7.8	2600000
Bled 	2009	95		3.1	750000
Bleeding Hearts 	2015	100		4.2	1200000
Blended 	2014	117	46280507	6.5	40000000
Bless the Child 	2000	107	29374178	5.1	40000000
Blindness 	2008	121	3073392	6.6	25000000
Blonde Ambition 	2007	93	5561	3.9	10000000
Blood and Chocolate 	2007	98	3525161	5.5	
Blood and Wine 	1996	101	1075288	6.1	22000000
Blood Diamond 	2006	143	57366262	8	100000000
Blood Done Sign My Name 	2010	128	82739	6.7	
"Blood In, Blood Out "	1993	330	4496583	8	35000000
Blood Ties 	2013	144	41229	6.5	25500000
Blood Work 	2002	110	26199517	6.4	50000000
BloodRayne 	2005	92	1550000	2.9	25000000
Bloodsport 	1988	92	11806119	6.8	1100000
Bloody Sunday 	2002	107	768045	7.7	2000000
Blow 	2001	124	52937130	7.6	30000000
Blow Out 	1981	107		7.4	18000000
Blue Car 	2002	88	464126	6.7	1000000
Blue Crush 	2002	104	40118420	5.6	30000000
Blue Jasmine 	2013	98	33404871	7.3	18000000
Blue Like Jazz 	2012	108	594904	6	1200000
Blue Ruin 	2013	90	258113	7.1	1066167
Blue Streak 	1999	93	68208190	6.3	65000000
Blue Valentine 	2010	112	9701559	7.4	3500000
Boat Trip 	2002	97	8586376	4.9	20000000
Bobby 	2006	112	11204499	7	14000000
Bobby Jones: Stroke of Genius 	2004	128	2694071	6.7	
Body Double 	1984	114		6.8	10000000
Body of Lies 	2008	128	39380442	7.1	70000000
Bodyguards and Assassins 	2009	139		6.9	23000000
Bogus 	1996	110	4357000	5.3	30000000
Boiler Room 	2000	120	16938179	7	8000000
Bolt 	2008	96	114053579	6.9	150000000
Bon Cop Bad Cop 	2006	116		7	8000000
Bon voyage 	2003	114	2353728	6.9	20000000
Bones             		40		7.9	
Boogeyman 	2005	89	46363118	4.1	20000000
Boogie Nights 	1997	155	26384919	7.9	15000000
Book of Shadows: Blair Witch 2 	2000	90	26421314	4	15000000
Boom Town 	1940	119		7.1	1614000
Boomerang 	1992	117	70100000	5.4	40000000
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan 	2006	82	128505958	7.3	18000000
Born of War 	2014	109		4.4	5000000
Born on the Fourth of July 	1989	145	70001698	7.2	14000000
Born to Fly: Elizabeth Streb vs. Gravity 	2014	82	21199	6.8	500000
Bottle Rocket 	1996	91	1040879	7.1	7000000
Bottle Shock 	2008	110	4040588	6.8	5000000
Bound 	1996	109	3798532	7.4	4500000
Bowfinger 	1999	85	66365290	6.4	55000000
Bowling for Columbine 	2002	120	21244913	8	4000000
Boyhood 	2014	165	25359200	8	4000000
Boynton Beach Club 	2005	105	3123749	6.5	1500000
Boys and Girls 	2000	94	20627372	5.3	16000000
Boys Don't Cry 	1999	118	11533945	7.6	2000000
Boyz n the Hood 	1991	112	57504069	7.8	6000000
Br no 	2009	81	59992760	5.8	42000000
BrainDead             		44		7.9	
Bram Stoker's Dracula 	1992	155	82522790	7.5	40000000
Bran Nue Dae 	2009	88	110029	6.3	6500000
Brave 	2012	93	237282182	7.2	185000000
Brave New Girl 	2004	120		5	
Braveheart 	1995	178	75600000	8.4	72000000
Brazil 	1985	142	9929000	8	15000000
Breakdown 	1997	93	50129186	6.9	36000000
Breakfast of Champions 	1999	110	175370	4.6	12000000
Breakin' All the Rules 	2004	85	11827301	5.5	
Breaking Upwards 	2009	88	76382	6.2	15000
Brick Lane 	2007	101	1094998	6.7	
Brick Mansions 	2014	100	20285518	5.7	28000000
Bride & Prejudice 	2004	122	6601079	6.2	7000000
Bride of Chucky 	1998	89	32368960	5.3	25000000
Bride Wars 	2009	89	58715510	5.4	30000000
Bridesmaids 	2011	131	169076745	6.8	32500000
Bridge of Spies 	2015	142	72306065	7.6	40000000
Bridge to Terabithia 	2007	96	82234139	7.2	17000000
Bridget Jones: The Edge of Reason 	2004	108	40203020	5.9	40000000
Bridget Jones's Diary 	2001	97	71500556	6.7	26000000
Brigham City 	2001	119	798341	7.2	1000000
"Bright Lights, Big City "	1988	107	16118077	5.6	25000000
Bright Star 	2009	119	4440055	7	8500000
Brighton Rock 	2010	111		5.7	12000000
Bring It On 	2000	98	68353550	5.9	10000000
Bringing Down the House 	2003	105	132541238	5.5	33000000
Bringing Out the Dead 	1999	121	16640210	6.8	55000000
Brokeback Mountain 	2005	134	83025853	7.7	14000000
Brokedown Palace 	1999	100	10114315	6.4	25000000
Broken Arrow 	1996	108	70450000	6	50000000
Broken City 	2013	109	19692608	6.2	35000000
Broken Horses 	2015	101		5.7	15000000
Broken Vessels 	1998	90	13493	6.6	600000
Bronson 	2008	92	104792	7.1	
Brooklyn 	2015	111	38317535	7.5	11000000
Brooklyn Rules 	2007	99	398420	6.4	8000000
Brooklyn's Finest 	2009	132	27154426	6.7	17000000
Brother 	2000	114	447750	7.2	10000000
Brotherly Love 	2015	89	444044	7.2	1900000
Brothers 	2009	105	28501651	7.1	26000000
Brothers 	2009	105	28501651	7.1	26000000
Brown Sugar 	2002	109	27362712	6.5	8000000
Bruce Almighty 	2003	101	242589580	6.7	81000000
Bubba Ho-Tep 	2002	92		7.2	1000000
Bubble Boy 	2001	84	5002310	5.6	13000000
Bucky Larson: Born to Be a Star 	2011	97	2331318	3.3	10000000
"Buen D a, Ram n "	2013	120	100412	7.7	4000000
Buffalo '66 	1998	110	2365931	7.5	1500000
Buffalo Soldiers 	2001	98	353743	6.9	15000000
Buffy the Vampire Slayer             		44		8.2	2300000
Bullet to the Head 	2012	92	9483821	5.7	55000000
Bulletproof Monk 	2003	104	23020488	5.5	52000000
Bullets Over Broadway 	1994	98	13383737	7.5	20000000
Bully 	2001	115	510092	7	
Bulworth 	1998	108	26525834	6.8	30000000
Buried 	2010	95	1028658	7	3000000
Burlesque 	2010	119	39440655	6.4	55000000
Burn 	2012	86	111300	7.5	225000
Burn After Reading 	2008	96	60338891	7	37000000
Burnt 	2015	101	13650738	6.6	20000000
But I'm a Cheerleader 	1999	85	2199853	6.6	1200000
Butch Cassidy and the Sundance Kid 	1969	110	102308900	8.1	6000000
Butterfly 	1982	108		4.5	
Butterfly Girl 	2014	78		8.7	180000
By the Sea 	2015	122	531009	5.3	10000000
C.H.U.D. 	1984	96		5.5	1250000
Ca$h 	2010	118	46451	6	7000000
Cabin Fever 	2016	99		3.7	
Caddyshack 	1980	98	39800000	7.4	6000000
Cadillac Records 	2008	109	8134217	7	12000000
Call + Response 	2008	86	215185	7.5	200000
Camping sauvage 	2005	79		5.4	
Can't Hardly Wait 	1998	100	25339117	6.5	10000000
Can't Stop the Music 	1980	124	2000000	4.5	20000000
Cape Fear 	1991	128	79100000	7.3	35000000
Capitalism: A Love Story 	2009	105	14359793	7.4	
Capote 	2005	110	28747570	7.4	7000000
Capricorn One 	1977	130		6.8	5000000
Captain Alatriste: The Spanish Musketeer 	2006	145		6.1	24000000
Captain America: Civil War 	2016	147	407197282	8.2	250000000
Captain America: The First Avenger 	2011	124	176636816	6.9	140000000
Captain America: The Winter Soldier 	2014	136	259746958	7.8	170000000
Captain Corelli's Mandolin 	2001	131	25528495	5.9	57000000
Captain Phillips 	2013	134	107100855	7.9	55000000
Captive 	2015	97	2557668	5.3	2000000
Caramel 	2007	95	1060591	7.2	1300000
Caravans 	1978	127	1000000	6.5	14000000
Cargo 	2009	112		6.2	4500000
Carlos             		334	145118	7.7	
Carnage 	2011	80		7.2	25000000
Carrie 	2013	100	35266619	5.9	30000000
Carrie 	2013	100	35266619	5.9	30000000
Carriers 	2009	84	90820	6	
Cars 	2006	117	244052771	7.2	120000000
Cars 2 	2011	106	191450875	6.3	200000000
Casa de mi Padre 	2012	84	5895238	5.5	6000000
Casablanca 	1942	82		8.6	950000
Case 39 	2009	109	13248477	6.2	27000000
Casino 	1995	178	42438300	8.2	52000000
Casino Jack 	2010	108	1039869	6.2	15000000
Casino Royale 	2006	144	167007184	8	150000000
Casino Royale 	2006	144	167007184	8	150000000
Casper 	1995	100	100328194	6	50000000
Cast Away 	2000	143	233630478	7.7	90000000
Cat on a Hot Tin Roof 	1958	108		8.1	3000000
Cat People 	1982	93		6.1	18000000
Cat People 	1982	93		6.1	18000000
Catch a Fire 	2006	98	4291965	6.7	14000000
Catch Me If You Can 	2002	141	164435221	8	52000000
Catch That Kid 	2004	91	16702864	5.2	18000000
Catch-22 	1970	122		7.2	18000000
Cats & Dogs 	2001	87	93375151	5.2	60000000
Cats & Dogs: The Revenge of Kitty Galore 	2010	82	43575716	4.3	85000000
Cats Don't Dance 	1997	75	3562749	6.9	32000000
Catwoman 	2004	87	40198710	3.3	100000000
Cavite 	2005	80	70071	6.3	7000
Cecil B. DeMented 	2000	87	1276984	6.2	10000000
Cedar Rapids 	2011	87	6857503	6.3	
Celebrity 	1998	113	5032496	6.3	12000000
Celeste & Jesse Forever 	2012	92	3094687	6.7	
Cellular 	2004	94	32003620	6.5	25000000
Censored Voices 	2015	84	34151	7.2	450000
Center Stage 	2000	115	17174870	6.7	18000000
Central Intelligence 	2016	107	126088877	6.6	50000000
Central Station 	1998	113	5595428	8	2900000
Centurion 	2010	97	122288	6.4	
Certifiably Jonathan 	2007	85	7826	6.2	1200000
Ch ri 	2009	100	2708188	6.2	23000000
Chain Letter 	2009	88	143000	4.1	5000000
Chain of Command 	2015	88		3.5	5000000
Chain Reaction 	1996	107	20550712	5.6	50000000
Chairman of the Board 	1998	95	306715	2.3	10000000
Changeling 	2008	141	35707327	7.8	55000000
Changing Lanes 	2002	91	66790248	6.5	45000000
Chappie 	2015	120	31569268	6.9	49000000
Character 	1997	122	713413	7.8	4500000
Chariots of Fire 	1981	125	58800000	7.2	5500000
Charlie and the Chocolate Factory 	2005	115	206456431	6.7	150000000
Charlie Bartlett 	2007	97	3950294	7	12000000
Charlie St. Cloud 	2010	99	31136950	6.5	44000000
Charlie Wilson's War 	2007	102	66636385	7.1	75000000
Charlie's Angels 	2000	94	125305545	5.5	92000000
Charlie's Angels: Full Throttle 	2003	107	100685880	4.8	120000000
Charlotte's Web 	2006	97	82506325	6.4	
Charly 	1968	103		7.1	
Chasing Amy 	1997	113	12006514	7.3	250000
Chasing Liberty 	2004	101	12189514	6.1	23000000
Chasing Liberty 	2004	101	12189514	6.1	23000000
Chasing Mavericks 	2012	116	6002756	7.2	20000000
Chasing Papi 	2003	76	6126237	4.8	
Cheap Thrills 	2013	88	59379	6.8	200000
Cheaper by the Dozen 	2003	94	138614544	5.8	40000000
Cheaper by the Dozen 2 	2005	94	82569532	5.4	60000000
Checkmate 	2015	97		3.1	1500000
Chernobyl Diaries 	2012	86	18112929	5	1000000
Chiamatemi Francesco - Il Papa della gente 	2015	98		5.7	15000000
Chicago 	2002	113	170684505	7.2	45000000
Chicago Overcoat 	2009	94		6.2	3000000
Chicken Little 	2005	81	135381507	5.8	150000000
Chicken Run 	2000	84	106793915	7	45000000
Chicken Tikka Masala 	2005	90		5.8	1200000
Child 44 	2015	137	1206135	6.4	50000000
Childless 	2008	90		6.1	1000000
Children of Heaven 	1997	89	925402	8.5	180000
Children of Men 	2006	109	35286428	7.9	76000000
Child's Play 	1988	87	33244684	6.5	9000000
Child's Play 2 	1990	72	28501605	5.7	13000000
Chill Factor 	1999	102	11227940	5.2	34000000
Chloe 	2009	96	3074838	6.3	11000000
Chocolat 	2000	121	71309760	7.3	25000000
Chocolate: Deep Dark Secrets 	2005	160	49000	4.8	1500000
Choke 	2008	92	2926565	6.5	3000000
Christmas Eve 	2015	95		5.1	
Christmas Mail 	2010	89		5.8	2500000
Christmas with the Kranks 	2004	99	73701902	5.2	60000000
Chronicle 	2012	89	64572496	7.1	12000000
Chuck & Buck 	2000	96	1050600	6.6	250000
"Cinco de Mayo, La Batalla "	2013	125	169379	6.2	10000000
Cinderella 	2015	105	201148159	7	95000000
Cinderella 	2015	105	201148159	7	95000000
Cinderella Man 	2005	144	61644321	8	88000000
Circle 	2015	87		6	
Circumstance 	2011	107	439958	5.9	
Cirque du Freak: The Vampire's Assistant 	2009	109	13838130	5.9	40000000
Cirque du Soleil: Worlds Away 	2012	91	12495865	6.8	
City by the Sea 	2002	108	22433915	6.2	60000000
City Hall 	1996	111	20300000	6.2	40000000
City Island 	2009	104	6670712	7.4	6000000
City of Angels 	1998	114	78745923	6.7	55000000
City of Ember 	2008	90	7871693	6.5	55000000
City of Ghosts 	2002	116	325491	6	17500000
City of God 	2002	135	7563397	8.7	3300000
City of Life and Death 	2009	132	119922	7.7	12000000
Civil Brand 	2002	91	243347	5.3	500000
CJ7 	2008	86	206678	6.5	
Clash of the Titans 	2010	106	163192114	5.8	125000000
Clash of the Titans 	2010	106	163192114	5.8	125000000
Class of 1984 	1982	98		6.6	4300000
Clay Pigeons 	1998	104	1789892	6.6	8000000
Clean 	2004	110	136007	6.9	4500
Clear and Present Danger 	1994	141	122012710	6.9	62000000
Cleopatra 	1963	251	57750000	7	31115000
Clerks 	1994	102	3151130	7.8	230000
Clerks II 	2006	97	24138847	7.4	5000000
Click 	2006	107	137340146	6.4	70000000
Cliffhanger 	1993	124	84049211	6.4	70000000
Clockstoppers 	2002	94	36985501	5.2	26000000
Clockwatchers 	1997	96	444354	6.4	
Close Encounters of the Third Kind 	1977	135	128300000	7.7	19400870
Close Range 	2015	80		4.9	3000000
Closer 	2004	98	33987757	7.3	27000000
Closer to the Moon 	2014	112		7.1	5000000
Closure 	2007	80		5.6	1800000
Cloud Atlas 	2012	172	27098580	7.5	102000000
Cloudy with a Chance of Meatballs 	2009	90	124870275	7	100000000
Cloudy with a Chance of Meatballs 2 	2013	95	119793567	6.5	78000000
Cloverfield 	2008	85	80034302	7	25000000
Club Dread 	2004	119	4992159	5.6	8550000
Clueless 	1995	97	56631572	6.8	12000000
Coach Carter 	2005	136	67253092	7.2	30000000
Coal Miner's Daughter 	1980	124	79900000	7.5	
Coco Before Chanel 	2009	111	6109075	6.7	19430000
Code 46 	2003	93	197148	6.3	7500000
Code Name: The Cleaner 	2007	91	8104069	4.5	20000000
Code of Honor 	2016	106		4.2	8000000
Coffee Town 	2013	87		6.6	2000000
Cold Mountain 	2003	154	95632614	7.2	79000000
Collateral 	2004	120	100003492	7.6	65000000
Collateral Damage 	2002	108	40048332	5.5	85000000
College 	2008	94	4693919	4.6	6500000
Colombiana 	2011	112	36665854	6.4	40000000
Come Early Morning 	2006	97	117560	6.2	6000000
Coming Home 	2014	109	377420	7.3	
Commando 	1985	75		6.7	10000000
Compadres 	2016	101	3105269	5	3000000
Compliance 	2012	90	318622	6.4	270000
Con Air 	1997	123	101087161	6.8	75000000
Conan the Barbarian 	1982	129	37567440	6.9	20000000
Conan the Barbarian 	1982	129	37567440	6.9	20000000
Conan the Destroyer 	1984	103	26400000	5.8	18000000
Concussion 	2015	123	34531832	7.1	35000000
Confessions of a Dangerous Mind 	2002	113		7.1	29000000
Confessions of a Teenage Drama Queen 	2004	89	29302097	4.6	15000000
Confidence 	2003	97	12212417	6.7	15000000
Congo 	1995	109	81022333	5	50000000
Connie and Carla 	2004	108	8054280	6.3	20000000
Conquest of the Planet of the Apes 	1972	88		6.1	1700000
Conspiracy Theory 	1997	135	76081498	6.7	75000000
Constantine             		43		7.5	
Contact 	1997	150	100853835	7.4	90000000
Contagion 	2011	106	75638743	6.6	60000000
Containment 	2015	77		4.8	
Contraband 	2012	109	66489425	6.5	25000000
Control 	2007	122	871577	7.7	4500000
Conversations with Other Women 	2005	84	379122	7.1	450000
Cool Runnings 	1993	98	68856263	6.9	15000000
Cop Land 	1997	120	44886089	6.9	10000000
Cop Out 	2010	107	44867349	5.6	37000000
Copycat 	1995	123	32051917	6.6	20000000
Copying Beethoven 	2006	104	352786	6.8	11000000
Coraline 	2009	100	75280058	7.7	60000000
Coriolanus 	2011	123	756452	6.2	
Corky Romano 	2001	86	23978402	4.6	11000000
Corpse Bride 	2005	77	53337608	7.4	40000000
Cotton Comes to Harlem 	1970	97		6.6	1200000
Counting 	2015	111		6	50000
Country Strong 	2010	117	20218921	6.3	15000000
Couples Retreat 	2009	113	109176215	5.5	60000000
Courage 	2015	118	2246000	7	20000000
Courage Under Fire 	1996	116	58918501	6.6	46000000
Courageous 	2011	129	34522221	7	2000000
Coyote Ugly 	2000	107	60786269	5.6	45000000
Cradle 2 the Grave 	2003	101	34604054	5.8	30000000
Cradle Will Rock 	1999	132	2899970	6.9	32000000
Crank 	2006	93	27829874	7	12000000
Crank: High Voltage 	2009	96	13630226	6.2	20000000
Crash 	2004	115	54557348	7.9	6500000
Crash 	2004	115	54557348	7.9	6500000
Crazy Heart 	2009	112	39462438	7.3	7000000
Crazy in Alabama 	1999	111	1954202	6.3	15000000
Crazy Stone 	2006	98		7.7	3000000
"Crazy, Stupid, Love. "	2011	118	84244877	7.4	50000000
Crazy/Beautiful 	2001	135	16929123	6.5	14000000
Creative Control 	2015	97	62480	5.5	1000000
Creature             		173		5	
Creed 	2015	133	109712885	7.7	35000000
Creepshow 	1982	130		6.9	8000000
Creepshow 	1982	130		6.9	8000000
Creepshow 2 	1987	85	14000000	6	3500000
Cries & Whispers 	1972	91		8.2	400000
Criminal 	2016	113	14268533	6.3	31500000
Criminal Activities 	2015	94		5.8	7000000
Crimson Tide 	1995	123	91400000	7.3	53000000
Critical Care 	1997	107	141853	6	12000000
Crocodile Dundee 	1986	93	174635000	6.5	8800000
Crocodile Dundee II 	1988	108	109306210	5.5	15800000
Crocodile Dundee in Los Angeles 	2001	92	25590119	4.8	21150000
Crooklyn 	1994	115	13640000	6.9	14000000
Crop Circles: Quest for Truth 	2002	115		7	750000
Crossover 	2006	95	7009668	2.1	5600000
Crossroads 	2002	93	37188667	3.3	12000000
Crossroads 	2002	93	37188667	3.3	12000000
"Crouching Tiger, Hidden Dragon "	2000	120	128067808	7.9	15000000
Crowsnest 	2012	84		3.8	1200000
Cruel Intentions 	1999	97	38201895	6.9	10500000
Cry Freedom 	1987	147	5899797	7.5	29000000
Cry_Wolf 	2005	90	10042266	5.9	1000000
Crying with Laughter 	2009	93		6.9	
Cube 	1997	90	489220	7.3	365000
Curious George 	2006	78	58336565	6.6	50000000
Curse of the Golden Flower 	2006	114	6565495	7	45000000
Cursed 	2005	99	19294901	5	35000000
Cutthroat Island 	1995	124	11000000	5.6	98000000
Cypher 	2002	95		6.8	7500000
Cyrus 	2010	91	7455447	6.3	7000000
D j  Vu 	1997	117	821997	7	
D.E.B.S. 	2004	91	96793	5.3	3500000
Da Sweet Blood of Jesus 	2014	123		4.1	1420000
Daddy Day Camp 	2007	89	13235267	2.9	6000000
Daddy Day Care 	2003	92	104148781	5.5	60000000
Daddy's Home 	2015	96	150315155	6.1	50000000
Dallas Buyers Club 	2013	117	27296514	8	5000000
Damnation Alley 	1977	91		5.2	17000000
Damsels in Distress 	2011	99	1007535	5.7	
Dance Flick 	2009	88	25615792	3.5	25000000
Dancer in the Dark 	2000	140	4157491	8	12800000
"Dancer, Texas Pop. 81 "	1998	97	565592	6.8	
Dances with Wolves 	1990	236	184208848	8	22000000
Dancin' It's On 	2015	89		2.8	12000000
Dangerous Liaisons 	1988	119	34700000	7.7	14000000
Dangerous Liaisons 	1988	119	34700000	7.7	14000000
Danny Collins 	2015	106	5348317	7.1	10000000
Dante's Peak 	1997	108	67155742	5.8	116000000
Daredevil             		54		8.8	
Dark Angel             		60		7.4	
Dark Blue 	2002	118	9059588	6.6	15000000
Dark City 	1998	111	14337579	7.7	27000000
Dark Shadows 	2012	113	79711678	6.2	100000000
Dark Water 	2005	103	25472967	5.6	30000000
Darkness 	2002	103	22160085	5.4	10600000
Darkness Falls 	2003	96	32131483	4.9	11000000
Darling Companion 	2012	103	793352	5.1	
Darling Lili 	1970	143	5000000	6.2	25000000
Das Boot 	1981	293	11433134	8.4	14000000
Date Movie 	2006	85	48546578	2.7	20000000
Date Night 	2010	101	98711404	6.3	55000000
Dave Chappelle's Block Party 	2005	100	11694528	7.2	3000000
Dawn of the Crescent Moon 	2014	95		5	75000
Dawn of the Dead 	2004	110	58885635	7.4	26000000
Dawn of the Dead 	2004	110	58885635	7.4	26000000
Dawn of the Planet of the Apes 	2014	130	208543795	7.6	170000000
Dawn Patrol 	2014	88		4.8	3500000
Day of the Dead 	1985	87		7.2	3500000
Day of the Dead 	1985	87		7.2	3500000
