movie,Cast,Role
Brooklyn Rules ,Michael Corrente,Director
Brooklyn's Finest ,Antoine Fuqua,Director
Brother ,Takeshi Kitano,Director
Brotherly Love ,Jamal Hill,Director
Brothers ,Jim Sheridan,Director
Brothers ,Jim Sheridan,Director
Brown Sugar ,Rick Famuyiwa,Director
Bruce Almighty ,Tom Shadyac,Director
Bubba Ho-Tep ,Don Coscarelli,Director
Bubble Boy ,Blair Hayes,Director
Bucky Larson: Born to Be a Star ,Tom Brady,Director
"Buen D a, Ram n ",Jorge Ram?rez Su?rez,Director
Buffalo '66 ,Vincent Gallo,Director
Buffalo Soldiers ,Gregor Jordan,Director
Bullet to the Head ,Walter Hill,Director
Bulletproof Monk ,Paul Hunter,Director
Bullets Over Broadway ,Woody Allen,Director
Bully ,Larry Clark,Director
Bulworth ,Warren Beatty,Director
Buried ,Rodrigo Cort?s,Director
Burlesque ,Steve Antin,Director
Burn ,Tom Putnam,Director
Burn After Reading ,Ethan Coen,Director
Burnt ,John Wells,Director
But I'm a Cheerleader ,Jamie Babbit,Director
Butch Cassidy and the Sundance Kid ,George Roy Hill,Director
Butterfly ,Matt Cimber,Director
Butterfly Girl ,Cary Bell,Director
By the Sea ,Angelina Jolie Pitt,Director
C.H.U.D. ,Douglas Cheek,Director
Ca$h ,Stephen Milburn Anderson,Director
Cabin Fever ,Travis Zariwny,Director
Caddyshack ,Harold Ramis,Director
Cadillac Records ,Darnell Martin,Director
Call + Response ,Justin Dillon,Director
Camping sauvage ,Christophe Ali,Director
Can't Hardly Wait ,Harry Elfont,Director
Can't Stop the Music ,Nancy Walker,Director
Cape Fear ,Martin Scorsese,Director
Capitalism: A Love Story ,Michael Moore,Director
Capote ,Bennett Miller,Director
Capricorn One ,Peter Hyams,Director
Captain Alatriste: The Spanish Musketeer ,Agust?n D?az Yanes,Director
Captain America: Civil War ,Anthony Russo,Director
Captain America: The First Avenger ,Joe Johnston,Director
Captain America: The Winter Soldier ,Anthony Russo,Director
Captain Corelli's Mandolin ,John Madden,Director
Captain Phillips ,Paul Greengrass,Director
Captive ,Jerry Jameson,Director
Caramel ,Nadine Labaki,Director
Caravans ,James Fargo,Director
Cargo ,Ivan Engler,Director
Carnage ,Roman Polanski,Director
Carrie ,Kimberly Peirce,Director
Carrie ,Kimberly Peirce,Director
Carriers ,David Pastor,Director
Cars ,John Lasseter,Director
Cars 2 ,John Lasseter,Director
Casa de mi Padre ,Matt Piedmont,Director
Casablanca ,Michael Curtiz,Director
Case 39 ,Christian Alvart,Director
Casino ,Martin Scorsese,Director
Casino Jack ,George Hickenlooper,Director
Casino Royale ,Martin Campbell,Director
Casino Royale ,Martin Campbell,Director
Casper ,Brad Silberling,Director
Cast Away ,Robert Zemeckis,Director
Cat on a Hot Tin Roof ,Richard Brooks,Director
Cat People ,Paul Schrader,Director
Cat People ,Paul Schrader,Director
Catch a Fire ,Phillip Noyce,Director
Catch Me If You Can ,Steven Spielberg,Director
Catch That Kid ,Bart Freundlich,Director
Catch-22 ,Mike Nichols,Director
Cats & Dogs ,Lawrence Guterman,Director
Cats & Dogs: The Revenge of Kitty Galore ,Brad Peyton,Director
Cats Don't Dance ,Mark Dindal,Director
Catwoman ,Pitof,Director
Cavite ,Neill Dela Llana,Director
Cecil B. DeMented ,John Waters,Director
Cedar Rapids ,Miguel Arteta,Director
Celebrity ,Woody Allen,Director
Celeste & Jesse Forever ,Lee Toland Krieger,Director
Cellular ,David R. Ellis,Director
Censored Voices ,Mor Loushy,Director
Center Stage ,Nicholas Hytner,Director
Central Intelligence ,Rawson Marshall Thurber,Director
Central Station ,Walter Salles,Director
Centurion ,Neil Marshall,Director
Certifiably Jonathan ,James David Pasternak,Director
Ch ri ,Stephen Frears,Director
Chain Letter ,Deon Taylor,Director
Chain of Command ,Kevin Carraway,Director
Chain Reaction ,Andrew Davis,Director
Chairman of the Board ,Alex Zamm,Director
Changeling ,Clint Eastwood,Director
Changing Lanes ,Roger Michell,Director
Chappie ,Neill Blomkamp,Director
Character ,Mike van Diem,Director
Chariots of Fire ,Hugh Hudson,Director
Charlie and the Chocolate Factory ,Tim Burton,Director
Charlie Bartlett ,Jon Poll,Director
Charlie St. Cloud ,Burr Steers,Director
Charlie Wilson's War ,Mike Nichols,Director
Charlie's Angels ,McG,Director
Charlie's Angels: Full Throttle ,McG,Director
Charlotte's Web ,Gary Winick,Director
Charly ,Ralph Nelson,Director
Chasing Amy ,Kevin Smith,Director
Chasing Liberty ,Andy Cadiff,Director
Chasing Liberty ,Andy Cadiff,Director
Chasing Mavericks ,Michael Apted,Director
Chasing Papi ,Linda Mendoza,Director
Cheap Thrills ,E.L. Katz,Director
Cheaper by the Dozen ,Shawn Levy,Director
Cheaper by the Dozen 2 ,Adam Shankman,Director
Checkmate ,Timothy Woodward Jr.,Director
Chernobyl Diaries ,Bradley Parker,Director
Chiamatemi Francesco - Il Papa della gente ,Daniele Luchetti,Director
Chicago ,Rob Marshall,Director
Chicago Overcoat ,Brian Caunter,Director
Chicken Little ,Mark Dindal,Director
Chicken Run ,Peter Lord,Director
Chicken Tikka Masala ,Harmage Singh Kalirai,Director
Child 44 ,Daniel Espinosa,Director
Childless ,Charlie Levi,Director
Children of Heaven ,Majid Majidi,Director
Children of Men ,Alfonso Cuar?n,Director
Child's Play ,Tom Holland,Director
Child's Play 2 ,John Lafia,Director
Chill Factor ,Hugh Johnson,Director
Chloe ,Atom Egoyan,Director
Chocolat ,Lasse Hallstr?m,Director
Chocolate: Deep Dark Secrets ,Vivek Agnihotri,Director
Choke ,Clark Gregg,Director
Christmas Eve ,Mitch Davis,Director
Christmas Mail ,John Murlowski,Director
Christmas with the Kranks ,Joe Roth,Director
Chronicle ,Josh Trank,Director
Chuck & Buck ,Miguel Arteta,Director
"Cinco de Mayo, La Batalla ",Rafa Lara,Director
Cinderella ,Kenneth Branagh,Director
Cinderella ,Kenneth Branagh,Director
Cinderella Man ,Ron Howard,Director
Circle ,Aaron Hann,Director
Circumstance ,Maryam Keshavarz,Director
Cirque du Freak: The Vampire's Assistant ,Paul Weitz,Director
Cirque du Soleil: Worlds Away ,Andrew Adamson,Director
City by the Sea ,Michael Caton-Jones,Director
City Hall ,Harold Becker,Director
City Island ,Raymond De Felitta,Director
City of Angels ,Brad Silberling,Director
City of Ember ,Gil Kenan,Director
City of Ghosts ,Matt Dillon,Director
City of God ,Fernando Meirelles,Director
City of Life and Death ,Chuan Lu,Director
Civil Brand ,Neema Barnette,Director
CJ7 ,Stephen Chow,Director
Clash of the Titans ,Louis Leterrier,Director
Clash of the Titans ,Louis Leterrier,Director
Class of 1984 ,Mark L. Lester,Director
Clay Pigeons ,David Dobkin,Director
Clean ,Olivier Assayas,Director
Clear and Present Danger ,Phillip Noyce,Director
Cleopatra ,Joseph L. Mankiewicz,Director
Clerks ,Kevin Smith,Director
Clerks II ,Kevin Smith,Director
Click ,Frank Coraci,Director
Cliffhanger ,Renny Harlin,Director
Clockstoppers ,Jonathan Frakes,Director
Clockwatchers ,Jill Sprecher,Director
Close Encounters of the Third Kind ,Steven Spielberg,Director
Close Range ,Isaac Florentine,Director
Closer ,Mike Nichols,Director
Closer to the Moon ,Nae Caranfil,Director
Closure ,Dan Reed,Director
Cloud Atlas ,Tom Tykwer,Director
Cloudy with a Chance of Meatballs ,Phil Lord,Director
Cloudy with a Chance of Meatballs 2 ,Cody Cameron,Director
Cloverfield ,Matt Reeves,Director
Club Dread ,Jay Chandrasekhar,Director
Clueless ,Amy Heckerling,Director
Coach Carter ,Thomas Carter,Director
Coal Miner's Daughter ,Michael Apted,Director
Coco Before Chanel ,Anne Fontaine,Director
Code 46 ,Michael Winterbottom,Director
Code Name: The Cleaner ,Les Mayfield,Director
Code of Honor ,Michael Winnick,Director
Coffee Town ,Brad Copeland,Director
Cold Mountain ,Anthony Minghella,Director
Collateral ,Michael Mann,Director
Collateral Damage ,Andrew Davis,Director
College ,Deb Hagan,Director
Colombiana ,Olivier Megaton,Director
Come Early Morning ,Joey Lauren Adams,Director
Coming Home ,Yimou Zhang,Director
Commando ,Mark L. Lester,Director
Compadres ,Enrique Begne,Director
Compliance ,Craig Zobel,Director
Con Air ,Simon West,Director
Conan the Barbarian ,John Milius,Director
Conan the Barbarian ,John Milius,Director
Conan the Destroyer ,Richard Fleischer,Director
Concussion ,Peter Landesman,Director
Confessions of a Dangerous Mind ,George Clooney,Director
Confessions of a Teenage Drama Queen ,Sara Sugarman,Director
Confidence ,James Foley,Director
Congo ,Frank Marshall,Director
Connie and Carla ,Michael Lembeck,Director
Conquest of the Planet of the Apes ,J. Lee Thompson,Director
Conspiracy Theory ,Richard Donner,Director
Contact ,Robert Zemeckis,Director
Contagion ,Steven Soderbergh,Director
Containment ,Neil Mcenery-West,Director
Contraband ,Baltasar Korm?kur,Director
Control ,Anton Corbijn,Director
Conversations with Other Women ,Hans Canosa,Director
Cool Runnings ,Jon Turteltaub,Director
Cop Land ,James Mangold,Director
Cop Out ,Kevin Smith,Director
Copycat ,Jon Amiel,Director
Copying Beethoven ,Agnieszka Holland,Director
Coraline ,Henry Selick,Director
Coriolanus ,Ralph Fiennes,Director
Corky Romano ,Rob Pritts,Director
Corpse Bride ,Tim Burton,Director
Cotton Comes to Harlem ,Ossie Davis,Director
Counting ,Jem Cohen,Director
Country Strong ,Shana Feste,Director
Couples Retreat ,Peter Billingsley,Director
Courage ,Angelo Pizzo,Director
Courage Under Fire ,Edward Zwick,Director
Courageous ,Alex Kendrick,Director
Coyote Ugly ,David McNally,Director
Cradle 2 the Grave ,Andrzej Bartkowiak,Director
Cradle Will Rock ,Tim Robbins,Director
Crank ,Mark Neveldine,Director
Crank: High Voltage ,Mark Neveldine,Director
Crash ,Paul Haggis,Director
Crash ,Paul Haggis,Director
Crazy Heart ,Scott Cooper,Director
Crazy in Alabama ,Antonio Banderas,Director
Crazy Stone ,Hao Ning,Director
"Crazy, Stupid, Love. ",Glenn Ficarra,Director
Crazy/Beautiful ,John Stockwell,Director
Creative Control ,Benjamin Dickinson,Director
Creed ,Ryan Coogler,Director
Creepshow ,George A. Romero,Director
Creepshow ,George A. Romero,Director
Creepshow 2 ,Michael Gornick,Director
Cries & Whispers ,Ingmar Bergman,Director
Criminal ,Ariel Vromen,Director
Criminal Activities ,Jackie Earle Haley,Director
Crimson Tide ,Tony Scott,Director
Critical Care ,Sidney Lumet,Director
Crocodile Dundee ,Peter Faiman,Director
Crocodile Dundee II ,John Cornell,Director
Crocodile Dundee in Los Angeles ,Simon Wincer,Director
Crooklyn ,Spike Lee,Director
Crop Circles: Quest for Truth ,William Gazecki,Director
Crossover ,Preston A. Whitmore II,Director
Crossroads ,Tamra Davis,Director
Crossroads ,Tamra Davis,Director
"Crouching Tiger, Hidden Dragon ",Ang Lee,Director
Crowsnest ,Brenton Spencer,Director
Cruel Intentions ,Roger Kumble,Director
Cry Freedom ,Richard Attenborough,Director
Cry_Wolf ,Jeff Wadlow,Director
Crying with Laughter ,Justin Molotnikov,Director
Cube ,Vincenzo Natali,Director
Curious George ,Matthew O'Callaghan,Director
Curse of the Golden Flower ,Yimou Zhang,Director
Cursed ,Wes Craven,Director
Cutthroat Island ,Renny Harlin,Director
Cypher ,Vincenzo Natali,Director
Cyrus ,Jay Duplass,Director
D j  Vu ,Henry Jaglom,Director
D.E.B.S. ,Angela Robinson,Director
Da Sweet Blood of Jesus ,Spike Lee,Director
Daddy Day Camp ,Fred Savage,Director
Daddy Day Care ,Steve Carr,Director
Daddy's Home ,Sean Anders,Director
Dallas Buyers Club ,Jean-Marc Vall?e,Director
Damnation Alley ,Jack Smight,Director
Damsels in Distress ,Whit Stillman,Director
Dance Flick ,Damien Dante Wayans,Director
Dancer in the Dark ,Lars von Trier,Director
"Dancer, Texas Pop. 81 ",Tim McCanlies,Director
Dances with Wolves ,Kevin Costner,Director
Dancin' It's On ,David Winters,Director
Dangerous Liaisons ,Stephen Frears,Director
Dangerous Liaisons ,Stephen Frears,Director
Danny Collins ,Dan Fogelman,Director
Dante's Peak ,Roger Donaldson,Director
Dark Blue ,Ron Shelton,Director
Dark City ,Alex Proyas,Director
Dark Shadows ,Tim Burton,Director
Dark Water ,Walter Salles,Director
Darkness ,Jaume Balaguer?,Director
Darkness Falls ,Jonathan Liebesman,Director
Darling Companion ,Lawrence Kasdan,Director
Darling Lili ,Blake Edwards,Director
Das Boot ,Wolfgang Petersen,Director
Date Movie ,Aaron Seltzer,Director
Date Night ,Shawn Levy,Director
Dave Chappelle's Block Party ,Michel Gondry,Director
Dawn of the Crescent Moon ,Kirk Loudon,Director
Dawn of the Dead ,Zack Snyder,Director
Dawn of the Dead ,Zack Snyder,Director
Dawn of the Planet of the Apes ,Matt Reeves,Director
Dawn Patrol ,Daniel Petrie Jr.,Director
Day of the Dead ,George A. Romero,Director
Day of the Dead ,George A. Romero,Director
Day One ,Nathan Frankowski,Director
Daybreakers ,Michael Spierig,Director
Daylight ,Rob Cohen,Director
Days of Heaven ,Terrence Malick,Director
Days of Thunder ,Tony Scott,Director
Dazed and Confused ,Richard Linklater,Director
Dead Like Me: Life After Death ,Stephen Herek,Director
Dead Man Down ,Niels Arden Oplev,Director
Dead Man on Campus ,Alan Cohn,Director
Dead Man Walking ,Tim Robbins,Director
Dead Man's Shoes ,Shane Meadows,Director
Dead Poets Society ,Peter Weir,Director
Dead Snow ,Tommy Wirkola,Director
Deadfall ,Stefan Ruzowitzky,Director
Deadline - U.S.A. ,Richard Brooks,Director
Deadpool ,Tim Miller,Director
Dear Frankie ,Shona Auerbach,Director
Dear John ,Lasse Hallstr?m,Director
Dear Wendy ,Thomas Vinterberg,Director
Death at a Funeral ,Frank Oz,Director
Death at a Funeral ,Frank Oz,Director
Death Becomes Her ,Robert Zemeckis,Director
Death Calls ,Ken Del Conte,Director
Death Race ,Paul W.S. Anderson,Director
Death Race 2000 ,Paul Bartel,Director
Death Sentence ,James Wan,Director
Death to Smoochy ,Danny DeVito,Director
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,Molly Bernstein,Director
Deck the Halls ,John Whitesell,Director
Deconstructing Harry ,Woody Allen,Director
Decoys ,Matthew Hastings,Director
Deep Blue Sea ,Renny Harlin,Director
Deep Impact ,Mimi Leder,Director
Deep Rising ,Stephen Sommers,Director
Def-Con 4 ,Paul Donovan,Director
Defendor ,Peter Stebbings,Director
"Definitely, Maybe ",Adam Brooks,Director
Del 1 - M n som hatar kvinnor             ,Niels Arden Oplev,Director
Delgo ,Marc F. Adler,Director
Deliver Us from Evil ,Scott Derrickson,Director
Delivery Man ,Ken Scott,Director
De-Lovely ,Irwin Winkler,Director
Demonic ,Will Canon,Director
Departure ,Andrew Steggall,Director
Derailed ,Mikael H?fstr?m,Director
Desert Blue ,Morgan J. Freeman,Director
Desert Dancer ,Richard Raymond,Director
Desperado ,Robert Rodriguez,Director
Despicable Me ,Pierre Coffin,Director
Despicable Me 2 ,Pierre Coffin,Director
Destiny ,Joseph Kosinski,Director
Detention ,Joseph Kahn,Director
Detention of the Dead ,Alex Craig Mann,Director
Deterrence ,Rod Lurie,Director
Detroit Rock City ,Adam Rifkin,Director
Deuce Bigalow: European Gigolo ,Mike Bigelow,Director
Deuce Bigalow: Male Gigolo ,Mike Mitchell,Director
Deuces Wild ,Scott Kalvert,Director
Devil ,John Erick Dowdle,Director
Devil's Due ,Matt Bettinelli-Olpin,Director
Diamond Ruff ,Alec Asten,Director
Diamonds Are Forever ,Guy Hamilton,Director
Diary of a Mad Black Woman ,Darren Grant,Director
Diary of a Wimpy Kid ,Thor Freudenthal,Director
Diary of a Wimpy Kid: Dog Days ,David Bowers,Director
Diary of a Wimpy Kid: Rodrick Rules ,David Bowers,Director
Diary of the Dead ,George A. Romero,Director
Dick ,Andrew Fleming,Director
Dick Tracy ,Warren Beatty,Director
Dickie Roberts: Former Child Star ,Sam Weisman,Director
Did You Hear About the Morgans  ,Marc Lawrence,Director
Die Another Day ,Lee Tamahori,Director
Die Hard ,John McTiernan,Director
Die Hard 2 ,Renny Harlin,Director
Die Hard with a Vengeance ,John McTiernan,Director
Digimon: The Movie ,Mamoru Hosoda,Director
Dil Jo Bhi Kahey... ,Romesh Sharma,Director
Diner ,Barry Levinson,Director
Dinner for Schmucks ,Jay Roach,Director
Dinner Rush ,Bob Giraldi,Director
Dinosaur ,Eric Leighton,Director
Dirty Grandpa ,Dan Mazer,Director
Dirty Pretty Things ,Stephen Frears,Director
Dirty Work ,Bob Saget,Director
Disaster Movie ,Jason Friedberg,Director
Disclosure ,Barry Levinson,Director
District 9 ,Neill Blomkamp,Director
District B13 ,Pierre Morel,Director
Disturbia ,D.J. Caruso,Director
Disturbia ,D.J. Caruso,Director
Disturbing Behavior ,David Nutter,Director
Divergent ,Neil Burger,Director
Divine Secrets of the Ya-Ya Sisterhood ,Callie Khouri,Director
Django Unchained ,Quentin Tarantino,Director
Do the Right Thing ,Spike Lee,Director
Do You Believe  ,Jon Gunn,Director
DOA: Dead or Alive ,Corey Yuen,Director
Doc Holliday's Revenge ,David DeCoteau,Director
Doctor Dolittle ,Betty Thomas,Director
Doctor Zhivago ,David Lean,Director
Dodgeball: A True Underdog Story ,Rawson Marshall Thurber,Director
Dodgeball: A True Underdog Story ,Rawson Marshall Thurber,Director
Dogma ,Kevin Smith,Director
Dogtooth ,Yorgos Lanthimos,Director
Dogtown and Z-Boys ,Stacy Peralta,Director
Dolphin Tale ,Charles Martin Smith,Director
Dolphin Tale 2 ,Charles Martin Smith,Director
Dolphins and Whales 3D: Tribes of the Ocean ,Jean-Jacques Mantello,Director
Dom Hemingway ,Richard Shepard,Director
Domestic Disturbance ,Harold Becker,Director
Domino ,Tony Scott,Director
Don Jon ,Joseph Gordon-Levitt,Director
Don Juan DeMarco ,Jeremy Leven,Director
Don McKay ,Jake Goldberger,Director
Donkey Punch ,Oliver Blackburn,Director
Donnie Brasco ,Mike Newell,Director
Donnie Darko ,Richard Kelly,Director
Donovan's Reef ,John Ford,Director
Don't Be Afraid of the Dark ,Troy Nixey,Director
Don't Say a Word ,Gary Fleder,Director
Doogal ,Dave Borthwick,Director
Doom ,Andrzej Bartkowiak,Director
Doomsday ,Neil Marshall,Director
Dope ,Rick Famuyiwa,Director
Double Impact ,Sheldon Lettich,Director
Double Jeopardy ,Bruce Beresford,Director
Double Take ,George Gallo,Director
Doubt ,John Patrick Shanley,Director
Doug's 1st Movie ,Maurice Joyce,Director
Down and Out with the Dolls ,Kurt Voss,Director
Down for Life ,Alan Jacobs,Director
Down in the Valley ,David Jacobson,Director
Down Terrace ,Ben Wheatley,Director
Down to Earth ,Chris Weitz,Director
Down to You ,Kris Isacsson,Director
Downfall ,Oliver Hirschbiegel,Director
Dr. Dolittle 2 ,Steve Carr,Director
Dr. No ,Terence Young,Director
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,Stanley Kubrick,Director
Dracula 2000 ,Patrick Lussier,Director
Dracula Untold ,Gary Shore,Director
Dracula: Pages from a Virgin's Diary ,Guy Maddin,Director
Draft Day ,Ivan Reitman,Director
Drag Me to Hell ,Sam Raimi,Director
Dragon Blade ,Daniel Lee,Director
Dragon Hunters ,Guillaume Ivernel,Director
Dragon Nest: Warriors' Dawn ,Yuefeng Song,Director
Dragon Wars: D-War ,Hyung-rae Shim,Director
Dragonball: Evolution ,James Wong,Director
Dragonfly ,Tom Shadyac,Director
