movie_title,duration,gross,imdb_score,budget,title_year
Behind Enemy Lines,106,59068786.00,6.4,40000000.00,2001
Being John Malkovich,112,22858926.00,7.8,13000000.00,1999
Being Julia,104,7739049.00,7.1,18000000.00,2004
Bella,91,8108247.00,7.4,3300000.00,2006
Beloved,172,22843047.00,5.9,55000000.00,1998
Below Zero,99,,4.5,1200000.00,2011
Bend It Like Beckham,112,32541719.00,6.7,3500159.00,2002
Bending Steel,92,,7.9,50000.00,2013
Beneath Hill 60,122,,7.1,9000000.00,2010
Beneath the Planet of the Apes,95,,6.1,3000000.00,1970
Ben-Hur,141,,6,100000000.00,2016
Ben-Hur,141,,6.1,100000000.00,2016
Ben-Hur,141,,6.1,,2016
Benji,86,39552600.00,6.1,500000.00,1974
Beowulf,115,82161969.00,6.3,150000000.00,2007
Bernie,99,9203192.00,6.8,5000000.00,2011
Best in Show,90,18621249.00,7.5,6000000.00,2000
Better Luck Tomorrow,98,3799339.00,7.2,250000.00,2002
Beverly Hills Chihuahua,91,94497271.00,3.7,20000000.00,2008
Beverly Hills Cop II,100,153665036.00,6.4,28000000.00,1987
Beverly Hills Cop III,104,42610000.00,5.5,55000000.00,1994
Beverly Hills Cop,105,234760500.00,7.3,14000000.00,1984
Bewitched,25,,7.6,,
Beyond Borders,127,4426297.00,6.5,35000000.00,2003
Beyond the Black Rainbow,110,56129.00,6.1,1100000.00,2010
Beyond the Lights,116,14612840.00,6.9,7000000.00,2014
Beyond the Mat,108,2047570.00,7.6,500000.00,1999
Beyond the Sea,118,6144806.00,6.7,23000000.00,2004
Beyond the Valley of the Dolls,109,9000000.00,6.2,900000.00,1970
B-Girl,88,,4,,2009
Bicentennial Man,132,58220776.00,6.8,100000000.00,1999
Big Daddy,93,163479795.00,6.4,34200000.00,1999
Big Eyes,106,14479776.00,7,10000000.00,2014
Big Fat Liar,88,47811275.00,5.4,15000000.00,2002
Big Fat Liar,88,47811275.00,5.4,15000000.00,2002
Big Fish,125,66257002.00,8,70000000.00,2003
Big Hero 6,102,222487711.00,7.9,165000000.00,2014
Big Miracle,107,20113965.00,6.5,40000000.00,2012
Big Momma's House 2,99,70163652.00,4.6,40000000.00,2006
Big Momma's House,99,117559438.00,5.1,30000000.00,2000
"Big Mommas: Like Father, Like Son",113,37911876.00,4.4,32000000.00,2011
Big Trouble in Little China,99,11100000.00,7.3,25000000.00,1986
Big Trouble,74,7262288.00,6.5,40000000.00,2002
Big,130,114968774.00,7.3,18000000.00,1988
Bill & Ted's Bogus Journey,93,38037513.00,6.2,20000000.00,1991
Bill & Ted's Excellent Adventure,90,40485039.00,6.9,10000000.00,1989
Billy Elliot,110,21994911.00,7.7,5000000.00,2000
Birdman or (The Unexpected Virtue of Ignorance),119,42335698.00,7.8,18000000.00,2014
Birth,100,5005883.00,6.1,20000000.00,2004
Birthday Girl,93,4919896.00,6.1,13000000.00,2001
Biutiful,148,5100937.00,7.5,,2010
Bizarre,98,,4.3,500000.00,2015
Black Book,145,4398392.00,7.8,21000000.00,2006
Black Christmas,94,16235293.00,4.5,9000000.00,2006
Black Hawk Down,152,108638745.00,7.7,92000000.00,2001
Black Knight,95,33422806.00,4.8,50000000.00,2001
Black Mass,123,62563543.00,7,53000000.00,2015
Black Nativity,93,7017178.00,4.4,17500000.00,2013
Black November,95,,5.6,7500000.00,2012
Black or White,121,21569041.00,6.6,9000000.00,2014
Black Rain,125,45645204.00,6.6,30000000.00,1989
Black Rock,83,,4.7,,2012
Black Snake Moan,116,9396487.00,7,15000000.00,2006
Black Swan,108,106952327.00,8,13000000.00,2010
Black Water Transit,,,7.2,23000000.00,2009
Blackhat,133,7097125.00,5.4,70000000.00,2015
Blackthorn,102,199652.00,6.6,,2011
Blade II,117,81645152.00,6.7,54000000.00,2002
Blade Runner,117,27000000.00,8.2,28000000.00,1982
Blade: Trinity,122,52397389.00,5.9,65000000.00,2004
Blade,110,70001065.00,7.1,45000000.00,1998
Blades of Glory,93,118153533.00,6.3,61000000.00,2007
Blast from the Past,112,26494611.00,6.6,35000000.00,1999
Blazing Saddles,93,119500000.00,7.8,2600000.00,1974
Bled,95,,3.1,750000.00,2009
Bleeding Hearts,100,,4.2,1200000.00,2015
Blended,117,46280507.00,6.5,40000000.00,2014
Bless the Child,107,29374178.00,5.1,40000000.00,2000
Blindness,121,3073392.00,6.6,25000000.00,2008
Blonde Ambition,93,5561.00,3.9,10000000.00,2007
Blood and Chocolate,98,3525161.00,5.5,,2007
Blood and Wine,101,1075288.00,6.1,22000000.00,1996
Blood Diamond,143,57366262.00,8,100000000.00,2006
Blood Done Sign My Name,128,82739.00,6.7,,2010
"Blood In, Blood Out",330,4496583.00,8,35000000.00,1993
Blood Ties,144,41229.00,6.5,25500000.00,2013
Blood Work,110,26199517.00,6.4,50000000.00,2002
BloodRayne,92,1550000.00,2.9,25000000.00,2005
Bloodsport,92,11806119.00,6.8,1100000.00,1988
Bloody Sunday,107,768045.00,7.7,2000000.00,2002
Blow Out,107,,7.4,18000000.00,1981
Blow,124,52937130.00,7.6,30000000.00,2001
Blue Car,88,464126.00,6.7,1000000.00,2002
Blue Crush,104,40118420.00,5.6,30000000.00,2002
Blue Jasmine,98,33404871.00,7.3,18000000.00,2013
Blue Like Jazz,108,594904.00,6,1200000.00,2012
Blue Ruin,90,258113.00,7.1,1066167.00,2013
Blue Streak,93,68208190.00,6.3,65000000.00,1999
Blue Valentine,112,9701559.00,7.4,3500000.00,2010
Boat Trip,97,8586376.00,4.9,20000000.00,2002
Bobby Jones: Stroke of Genius,128,2694071.00,6.7,,2004
Bobby,112,11204499.00,7,14000000.00,2006
Body Double,114,,6.8,10000000.00,1984
Body of Lies,128,39380442.00,7.1,70000000.00,2008
Bodyguards and Assassins,139,,6.9,23000000.00,2009
Bogus,110,4357000.00,5.3,30000000.00,1996
Boiler Room,120,16938179.00,7,8000000.00,2000
Bolt,96,114053579.00,6.9,150000000.00,2008
Bon Cop Bad Cop,116,,7,8000000.00,2006
Bon voyage,114,2353728.00,6.9,20000000.00,2003
Bones,40,,7.9,,
Boogeyman,89,46363118.00,4.1,20000000.00,2005
Boogie Nights,155,26384919.00,7.9,15000000.00,1997
Book of Shadows: Blair Witch 2,90,26421314.00,4,15000000.00,2000
Boom Town,119,,7.1,1614000.00,1940
Boomerang,117,70100000.00,5.4,40000000.00,1992
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,82,128505958.00,7.3,18000000.00,2006
Born of War,109,,4.4,5000000.00,2014
Born on the Fourth of July,145,70001698.00,7.2,14000000.00,1989
Born to Fly: Elizabeth Streb vs. Gravity,82,21199.00,6.8,500000.00,2014
Bottle Rocket,91,1040879.00,7.1,7000000.00,1996
Bottle Shock,110,4040588.00,6.8,5000000.00,2008
Bound,109,3798532.00,7.4,4500000.00,1996
Bowfinger,85,66365290.00,6.4,55000000.00,1999
Bowling for Columbine,120,21244913.00,8,4000000.00,2002
Boyhood,165,25359200.00,8,4000000.00,2014
Boynton Beach Club,105,3123749.00,6.5,1500000.00,2005
Boys and Girls,94,20627372.00,5.3,16000000.00,2000
Boys Don't Cry,118,11533945.00,7.6,2000000.00,1999
Boyz n the Hood,112,57504069.00,7.8,6000000.00,1991
Brno,81,59992760.00,5.8,42000000.00,2009
BrainDead,44,,7.9,,
Bram Stoker's Dracula,155,82522790.00,7.5,40000000.00,1992
Bran Nue Dae,88,110029.00,6.3,6500000.00,2009
Brave New Girl,120,,5,,2004
Brave,93,237282182.00,7.2,185000000.00,2012
Braveheart,178,75600000.00,8.4,72000000.00,1995
Brazil,142,9929000.00,8,15000000.00,1985
Breakdown,93,50129186.00,6.9,36000000.00,1997
Breakfast of Champions,110,175370.00,4.6,12000000.00,1999
Breakin' All the Rules,85,11827301.00,5.5,,2004
Breaking Upwards,88,76382.00,6.2,15000.00,2009
Brick Lane,101,1094998.00,6.7,,2007
Brick Mansions,100,20285518.00,5.7,28000000.00,2014
Bride & Prejudice,122,6601079.00,6.2,7000000.00,2004
Bride of Chucky,89,32368960.00,5.3,25000000.00,1998
Bride Wars,89,58715510.00,5.4,30000000.00,2009
Bridesmaids,131,169076745.00,6.8,32500000.00,2011
Bridge of Spies,142,72306065.00,7.6,40000000.00,2015
Bridge to Terabithia,96,82234139.00,7.2,17000000.00,2007
Bridget Jones: The Edge of Reason,108,40203020.00,5.9,40000000.00,2004
Bridget Jones's Diary,97,71500556.00,6.7,26000000.00,2001
Brigham City,119,798341.00,7.2,1000000.00,2001
"Bright Lights, Big City",107,16118077.00,5.6,25000000.00,1988
Bright Star,119,4440055.00,7,8500000.00,2009
Brighton Rock,111,,5.7,12000000.00,2010
Bring It On,98,68353550.00,5.9,10000000.00,2000
Bringing Down the House,105,132541238.00,5.5,33000000.00,2003
Bringing Out the Dead,121,16640210.00,6.8,55000000.00,1999
Brokeback Mountain,134,83025853.00,7.7,14000000.00,2005
Brokedown Palace,100,10114315.00,6.4,25000000.00,1999
Broken Arrow,108,70450000.00,6,50000000.00,1996
Broken City,109,19692608.00,6.2,35000000.00,2013
Broken Horses,101,,5.7,15000000.00,2015
Broken Vessels,90,13493.00,6.6,600000.00,1998
Bronson,92,104792.00,7.1,,2008
Brooklyn Rules,99,398420.00,6.4,8000000.00,2007
Brooklyn,111,38317535.00,7.5,11000000.00,2015
Brooklyn's Finest,132,27154426.00,6.7,17000000.00,2009
Brother,114,447750.00,7.2,10000000.00,2000
Brotherly Love,89,444044.00,7.2,1900000.00,2015
Brothers,105,28501651.00,7.1,26000000.00,2009
Brothers,105,28501651.00,7.1,26000000.00,2009
Brown Sugar,109,27362712.00,6.5,8000000.00,2002
Bruce Almighty,101,242589580.00,6.7,81000000.00,2003
Bubba Ho-Tep,92,,7.2,1000000.00,2002
Bubble Boy,84,5002310.00,5.6,13000000.00,2001
Bucky Larson: Born to Be a Star,97,2331318.00,3.3,10000000.00,2011
"Buen Da, Ramn",120,100412.00,7.7,4000000.00,2013
Buffalo '66,110,2365931.00,7.5,1500000.00,1998
Buffalo Soldiers,98,353743.00,6.9,15000000.00,2001
Buffy the Vampire Slayer,44,,8.2,2300000.00,
Bullet to the Head,92,9483821.00,5.7,55000000.00,2012
Bulletproof Monk,104,23020488.00,5.5,52000000.00,2003
Bullets Over Broadway,98,13383737.00,7.5,20000000.00,1994
Bully,115,510092.00,7,,2001
Bulworth,108,26525834.00,6.8,30000000.00,1998
Buried,95,1028658.00,7,3000000.00,2010
Burlesque,119,39440655.00,6.4,55000000.00,2010
Burn After Reading,96,60338891.00,7,37000000.00,2008
Burn,86,111300.00,7.5,225000.00,2012
Burnt,101,13650738.00,6.6,20000000.00,2015
But I'm a Cheerleader,85,2199853.00,6.6,1200000.00,1999
Butch Cassidy and the Sundance Kid,110,102308900.00,8.1,6000000.00,1969
Butterfly Girl,78,,8.7,180000.00,2014
Butterfly,108,,4.5,,1982
By the Sea,122,531009.00,5.3,10000000.00,2015
C.H.U.D.,96,,5.5,1250000.00,1984
Ca$h,118,46451.00,6,7000000.00,2010
Cabin Fever,99,,3.7,,2016
Caddyshack,98,39800000.00,7.4,6000000.00,1980
Cadillac Records,109,8134217.00,7,12000000.00,2008
Call + Response,86,215185.00,7.5,200000.00,2008
Camping sauvage,79,,5.4,,2005
Can't Hardly Wait,100,25339117.00,6.5,10000000.00,1998
Can't Stop the Music,124,2000000.00,4.5,20000000.00,1980
Cape Fear,128,79100000.00,7.3,35000000.00,1991
Capitalism: A Love Story,105,14359793.00,7.4,,2009
Capote,110,28747570.00,7.4,7000000.00,2005
Capricorn One,130,,6.8,5000000.00,1977
Captain Alatriste: The Spanish Musketeer,145,,6.1,24000000.00,2006
Captain America: Civil War,147,407197282.00,8.2,250000000.00,2016
Captain America: The First Avenger,124,176636816.00,6.9,140000000.00,2011
Captain America: The Winter Soldier,136,259746958.00,7.8,170000000.00,2014
Captain Corelli's Mandolin,131,25528495.00,5.9,57000000.00,2001
Captain Phillips,134,107100855.00,7.9,55000000.00,2013
Captive,97,2557668.00,5.3,2000000.00,2015
Caramel,95,1060591.00,7.2,1300000.00,2007
Caravans,127,1000000.00,6.5,14000000.00,1978
Cargo,112,,6.2,4500000.00,2009
Carlos,334,145118.00,7.7,,
Carnage,80,,7.2,25000000.00,2011
Carrie,100,35266619.00,5.9,30000000.00,2013
Carrie,100,35266619.00,5.9,30000000.00,2013
Carriers,84,90820.00,6,,2009
Cars 2,106,191450875.00,6.3,200000000.00,2011
Cars,117,244052771.00,7.2,120000000.00,2006
Casa de mi Padre,84,5895238.00,5.5,6000000.00,2012
Casablanca,82,,8.6,950000.00,1942
Case 39,109,13248477.00,6.2,27000000.00,2009
Casino Jack,108,1039869.00,6.2,15000000.00,2010
Casino Royale,144,167007184.00,8,150000000.00,2006
Casino Royale,144,167007184.00,8,150000000.00,2006
Casino,178,42438300.00,8.2,52000000.00,1995
Casper,100,100328194.00,6,50000000.00,1995
Cast Away,143,233630478.00,7.7,90000000.00,2000
Cat on a Hot Tin Roof,108,,8.1,3000000.00,1958
Cat People,93,,6.1,18000000.00,1982
Cat People,93,,6.1,18000000.00,1982
Catch a Fire,98,4291965.00,6.7,14000000.00,2006
Catch Me If You Can,141,164435221.00,8,52000000.00,2002
Catch That Kid,91,16702864.00,5.2,18000000.00,2004
Catch-22,122,,7.2,18000000.00,1970
Cats & Dogs: The Revenge of Kitty Galore,82,43575716.00,4.3,85000000.00,2010
Cats & Dogs,87,93375151.00,5.2,60000000.00,2001
Cats Don't Dance,75,3562749.00,6.9,32000000.00,1997
Catwoman,87,40198710.00,3.3,100000000.00,2004
Cavite,80,70071.00,6.3,7000.00,2005
Cecil B. DeMented,87,1276984.00,6.2,10000000.00,2000
Cedar Rapids,87,6857503.00,6.3,,2011
Celebrity,113,5032496.00,6.3,12000000.00,1998
Celeste & Jesse Forever,92,3094687.00,6.7,,2012
Cellular,94,32003620.00,6.5,25000000.00,2004
Censored Voices,84,34151.00,7.2,450000.00,2015
Center Stage,115,17174870.00,6.7,18000000.00,2000
Central Intelligence,107,126088877.00,6.6,50000000.00,2016
Central Station,113,5595428.00,8,2900000.00,1998
Centurion,97,122288.00,6.4,,2010
Certifiably Jonathan,85,7826.00,6.2,1200000.00,2007
Chri,100,2708188.00,6.2,23000000.00,2009
Chain Letter,88,143000.00,4.1,5000000.00,2009
Chain of Command,88,,3.5,5000000.00,2015
Chain Reaction,107,20550712.00,5.6,50000000.00,1996
Chairman of the Board,95,306715.00,2.3,10000000.00,1998
Changeling,141,35707327.00,7.8,55000000.00,2008
Changing Lanes,91,66790248.00,6.5,45000000.00,2002
Chappie,120,31569268.00,6.9,49000000.00,2015
Character,122,713413.00,7.8,4500000.00,1997
Chariots of Fire,125,58800000.00,7.2,5500000.00,1981
Charlie and the Chocolate Factory,115,206456431.00,6.7,150000000.00,2005
Charlie Bartlett,97,3950294.00,7,12000000.00,2007
Charlie St. Cloud,99,31136950.00,6.5,44000000.00,2010
Charlie Wilson's War,102,66636385.00,7.1,75000000.00,2007
Charlie's Angels: Full Throttle,107,100685880.00,4.8,120000000.00,2003
Charlie's Angels,94,125305545.00,5.5,92000000.00,2000
Charlotte's Web,97,82506325.00,6.4,,2006
Charly,103,,7.1,,1968
Chasing Amy,113,12006514.00,7.3,250000.00,1997
Chasing Liberty,101,12189514.00,6.1,23000000.00,2004
Chasing Liberty,101,12189514.00,6.1,23000000.00,2004
Chasing Mavericks,116,6002756.00,7.2,20000000.00,2012
Chasing Papi,76,6126237.00,4.8,,2003
Cheap Thrills,88,59379.00,6.8,200000.00,2013
Cheaper by the Dozen 2,94,82569532.00,5.4,60000000.00,2005
Cheaper by the Dozen,94,138614544.00,5.8,40000000.00,2003
Checkmate,97,,3.1,1500000.00,2015
Chernobyl Diaries,86,18112929.00,5,1000000.00,2012
Chiamatemi Francesco - Il Papa della gente,98,,5.7,15000000.00,2015
Chicago Overcoat,94,,6.2,3000000.00,2009
Chicago,113,170684505.00,7.2,45000000.00,2002
Chicken Little,81,135381507.00,5.8,150000000.00,2005
Chicken Run,84,106793915.00,7,45000000.00,2000
Chicken Tikka Masala,90,,5.8,1200000.00,2005
Child 44,137,1206135.00,6.4,50000000.00,2015
Childless,90,,6.1,1000000.00,2008
Children of Heaven,89,925402.00,8.5,180000.00,1997
Children of Men,109,35286428.00,7.9,76000000.00,2006
Child's Play 2,72,28501605.00,5.7,13000000.00,1990
Child's Play,87,33244684.00,6.5,9000000.00,1988
Chill Factor,102,11227940.00,5.2,34000000.00,1999
Chloe,96,3074838.00,6.3,11000000.00,2009
Chocolat,121,71309760.00,7.3,25000000.00,2000
Chocolate: Deep Dark Secrets,160,49000.00,4.8,1500000.00,2005
Choke,92,2926565.00,6.5,3000000.00,2008
Christmas Eve,95,,5.1,,2015
Christmas Mail,89,,5.8,2500000.00,2010
Christmas with the Kranks,99,73701902.00,5.2,60000000.00,2004
Chronicle,89,64572496.00,7.1,12000000.00,2012
Chuck & Buck,96,1050600.00,6.6,250000.00,2000
"Cinco de Mayo, La Batalla",125,169379.00,6.2,10000000.00,2013
Cinderella Man,144,61644321.00,8,88000000.00,2005
Cinderella,105,201148159.00,7,95000000.00,2015
Cinderella,105,201148159.00,7,95000000.00,2015
Circle,87,,6,,2015
Circumstance,107,439958.00,5.9,,2011
Cirque du Freak: The Vampire's Assistant,109,13838130.00,5.9,40000000.00,2009
Cirque du Soleil: Worlds Away,91,12495865.00,6.8,,2012
City by the Sea,108,22433915.00,6.2,60000000.00,2002
City Hall,111,20300000.00,6.2,40000000.00,1996
City Island,104,6670712.00,7.4,6000000.00,2009
City of Angels,114,78745923.00,6.7,55000000.00,1998
City of Ember,90,7871693.00,6.5,55000000.00,2008
City of Ghosts,116,325491.00,6,17500000.00,2002
City of God,135,7563397.00,8.7,3300000.00,2002
City of Life and Death,132,119922.00,7.7,12000000.00,2009
Civil Brand,91,243347.00,5.3,500000.00,2002
CJ7,86,206678.00,6.5,,2008
Clash of the Titans,106,163192114.00,5.8,125000000.00,2010
Clash of the Titans,106,163192114.00,5.8,125000000.00,2010
Class of 1984,98,,6.6,4300000.00,1982
Clay Pigeons,104,1789892.00,6.6,8000000.00,1998
Clean,110,136007.00,6.9,4500.00,2004
Clear and Present Danger,141,122012710.00,6.9,62000000.00,1994
Cleopatra,251,57750000.00,7,31115000.00,1963
Clerks II,97,24138847.00,7.4,5000000.00,2006
Clerks,102,3151130.00,7.8,230000.00,1994
Click,107,137340146.00,6.4,70000000.00,2006
Cliffhanger,124,84049211.00,6.4,70000000.00,1993
Clockstoppers,94,36985501.00,5.2,26000000.00,2002
Clockwatchers,96,444354.00,6.4,,1997
Close Encounters of the Third Kind,135,128300000.00,7.7,19400870.00,1977
Close Range,80,,4.9,3000000.00,2015
Closer to the Moon,112,,7.1,5000000.00,2014
Closer,98,33987757.00,7.3,27000000.00,2004
Closure,80,,5.6,1800000.00,2007
Cloud Atlas,172,27098580.00,7.5,102000000.00,2012
Cloudy with a Chance of Meatballs 2,95,119793567.00,6.5,78000000.00,2013
Cloudy with a Chance of Meatballs,90,124870275.00,7,100000000.00,2009
Cloverfield,85,80034302.00,7,25000000.00,2008
Club Dread,119,4992159.00,5.6,8550000.00,2004
Clueless,97,56631572.00,6.8,12000000.00,1995
Coach Carter,136,67253092.00,7.2,30000000.00,2005
Coal Miner's Daughter,124,79900000.00,7.5,,1980
Coco Before Chanel,111,6109075.00,6.7,19430000.00,2009
Code 46,93,197148.00,6.3,7500000.00,2003
Code Name: The Cleaner,91,8104069.00,4.5,20000000.00,2007
Code of Honor,106,,4.2,8000000.00,2016
Coffee Town,87,,6.6,2000000.00,2013
Cold Mountain,154,95632614.00,7.2,79000000.00,2003
Collateral Damage,108,40048332.00,5.5,85000000.00,2002
Collateral,120,100003492.00,7.6,65000000.00,2004
College,94,4693919.00,4.6,6500000.00,2008
Colombiana,112,36665854.00,6.4,40000000.00,2011
Come Early Morning,97,117560.00,6.2,6000000.00,2006
Coming Home,109,377420.00,7.3,,2014
Commando,75,,6.7,10000000.00,1985
Compadres,101,3105269.00,5,3000000.00,2016
Compliance,90,318622.00,6.4,270000.00,2012
Con Air,123,101087161.00,6.8,75000000.00,1997
Conan the Barbarian,129,37567440.00,6.9,20000000.00,1982
Conan the Barbarian,129,37567440.00,6.9,20000000.00,1982
Conan the Destroyer,103,26400000.00,5.8,18000000.00,1984
Concussion,123,34531832.00,7.1,35000000.00,2015
Confessions of a Dangerous Mind,113,,7.1,29000000.00,2002
Confessions of a Teenage Drama Queen,89,29302097.00,4.6,15000000.00,2004
Confidence,97,12212417.00,6.7,15000000.00,2003
Congo,109,81022333.00,5,50000000.00,1995
Connie and Carla,108,8054280.00,6.3,20000000.00,2004
Conquest of the Planet of the Apes,88,,6.1,1700000.00,1972
Conspiracy Theory,135,76081498.00,6.7,75000000.00,1997
Constantine,43,,7.5,,
Contact,150,100853835.00,7.4,90000000.00,1997
Contagion,106,75638743.00,6.6,60000000.00,2011
Containment,77,,4.8,,2015
Contraband,109,66489425.00,6.5,25000000.00,2012
Control,122,871577.00,7.7,4500000.00,2007
Conversations with Other Women,84,379122.00,7.1,450000.00,2005
Cool Runnings,98,68856263.00,6.9,15000000.00,1993
Cop Land,120,44886089.00,6.9,10000000.00,1997
Cop Out,107,44867349.00,5.6,37000000.00,2010
Copycat,123,32051917.00,6.6,20000000.00,1995
Copying Beethoven,104,352786.00,6.8,11000000.00,2006
Coraline,100,75280058.00,7.7,60000000.00,2009
Coriolanus,123,756452.00,6.2,,2011
Corky Romano,86,23978402.00,4.6,11000000.00,2001
Corpse Bride,77,53337608.00,7.4,40000000.00,2005
Cotton Comes to Harlem,97,,6.6,1200000.00,1970
Counting,111,,6,50000.00,2015
Country Strong,117,20218921.00,6.3,15000000.00,2010
Couples Retreat,113,109176215.00,5.5,60000000.00,2009
Courage Under Fire,116,58918501.00,6.6,46000000.00,1996
Courage,118,2246000.00,7,20000000.00,2015
Courageous,129,34522221.00,7,2000000.00,2011
Coyote Ugly,107,60786269.00,5.6,45000000.00,2000
Cradle 2 the Grave,101,34604054.00,5.8,30000000.00,2003
