movie,cast,Role
"Bright Lights, Big City ",Dianne Wiest,actor
Bright Star ,Abbie Cornish,actor
Brighton Rock ,Sam Riley,actor
Bring It On ,Kirsten Dunst,actor
Bringing Down the House ,Angus T. Jones,actor
Bringing Out the Dead ,Nicolas Cage,actor
Brokeback Mountain ,Jake Gyllenhaal,actor
Brokedown Palace ,John Doe,actor
Broken Arrow ,Delroy Lindo,actor
Broken City ,Alona Tal,actor
Broken Horses ,Mar?a Valverde,actor
Broken Vessels ,William Smith,actor
Bronson ,Tom Hardy,actor
Brooklyn ,Julie Walters,actor
Brooklyn Rules ,Jerry Ferrara,actor
Brooklyn's Finest ,Don Cheadle,actor
Brother ,Omar Epps,actor
Brotherly Love ,Logan Browning,actor
Brothers ,Natalie Portman,actor
Brothers ,Natalie Portman,actor
Brown Sugar ,Boris Kodjoe,actor
Bruce Almighty ,Morgan Freeman,actor
Bubba Ho-Tep ,Daniel Roebuck,actor
Bubble Boy ,Jake Gyllenhaal,actor
Bucky Larson: Born to Be a Star ,Don Johnson,actor
"Buen D a, Ram n ",Hector Kotsifakis,actor
Buffalo '66 ,Anjelica Huston,actor
Buffalo Soldiers ,Dean Stockwell,actor
Buffy the Vampire Slayer             ,Sarah Michelle Gellar,actor
Bullet to the Head ,Sylvester Stallone,actor
Bulletproof Monk ,Jaime King,actor
Bullets Over Broadway ,Jim Broadbent,actor
Bully ,Kelli Garner,actor
Bulworth ,Warren Beatty,actor
Buried ,Ryan Reynolds,actor
Burlesque ,Eric Dane,actor
Burn ,Brendan Doogie Milewski,actor
Burn After Reading ,J.K. Simmons,actor
Burnt ,Bradley Cooper,actor
But I'm a Cheerleader ,Natasha Lyonne,actor
Butch Cassidy and the Sundance Kid ,Katharine Ross,actor
Butterfly ,Stacy Keach,actor
Butterfly Girl ,Abigail Evans,actor
By the Sea ,Brad Pitt,actor
C.H.U.D. ,Daniel Stern,actor
Ca$h ,Chris Hemsworth,actor
Cabin Fever ,Dustin Ingram,actor
Caddyshack ,Bill Murray,actor
Cadillac Records ,Cedric the Entertainer,actor
Call + Response ,Matisyahu,actor
Camping sauvage ,Denis Lavant,actor
Can't Hardly Wait ,Ethan Embry,actor
Can't Stop the Music ,Steve Guttenberg,actor
Cape Fear ,Robert De Niro,actor
Capitalism: A Love Story ,Ronald Reagan,actor
Capote ,Philip Seymour Hoffman,actor
Capricorn One ,David Huddleston,actor
Captain Alatriste: The Spanish Musketeer ,Viggo Mortensen,actor
Captain America: Civil War ,Robert Downey Jr.,actor
Captain America: The First Avenger ,Chris Evans,actor
Captain America: The Winter Soldier ,Scarlett Johansson,actor
Captain Corelli's Mandolin ,Christian Bale,actor
Captain Phillips ,Tom Hanks,actor
Captive ,David Oyelowo,actor
Caramel ,Yasmine Al Massri,actor
Caravans ,Christopher Lee,actor
Cargo ,Yangzom Brauen,actor
Carlos             ,Edgar Ram?rez,actor
Carnage ,Kate Winslet,actor
Carrie ,Chlo? Grace Moretz,actor
Carrie ,Chlo? Grace Moretz,actor
Carriers ,Christopher Meloni,actor
Cars ,John Ratzenberger,actor
Cars 2 ,Joe Mantegna,actor
Casa de mi Padre ,Will Ferrell,actor
Casablanca ,Humphrey Bogart,actor
Case 39 ,Bradley Cooper,actor
Casino ,Robert De Niro,actor
Casino Jack ,Kevin Spacey,actor
Casino Royale ,Eva Green,actor
Casino Royale ,Eva Green,actor
Casper ,Eric Idle,actor
Cast Away ,Tom Hanks,actor
Cat on a Hot Tin Roof ,Burl Ives,actor
Cat People ,Ed Begley Jr.,actor
Cat People ,Ed Begley Jr.,actor
Catch a Fire ,Derek Luke,actor
Catch Me If You Can ,Leonardo DiCaprio,actor
Catch That Kid ,Kristen Stewart,actor
Catch-22 ,Bob Newhart,actor
Cats & Dogs ,Carol Ann Susi,actor
Cats & Dogs: The Revenge of Kitty Galore ,Jack McBrayer,actor
Cats Don't Dance ,George Kennedy,actor
Catwoman ,Frances Conroy,actor
Cavite ,Ian Gamazon,actor
Cecil B. DeMented ,Alicia Witt,actor
Cedar Rapids ,Kurtwood Smith,actor
Celebrity ,Melanie Griffith,actor
Celeste & Jesse Forever ,Ari Graynor,actor
Cellular ,Richard Burgi,actor
Censored Voices ,Amos Oz,actor
Center Stage ,Amanda Schull,actor
Central Intelligence ,Dwayne Johnson,actor
Central Station ,Fernanda Montenegro,actor
Centurion ,Michael Fassbender,actor
Certifiably Jonathan ,Robin Williams,actor
Ch ri ,Tom Burke,actor
Chain Letter ,Matt Cohen,actor
Chain of Command ,Michael Jai White,actor
Chain Reaction ,Keanu Reeves,actor
Chairman of the Board ,Taylor Negron,actor
Changeling ,Angelina Jolie Pitt,actor
Changing Lanes ,Sydney Pollack,actor
Chappie ,Hugh Jackman,actor
Character ,Jan Decleir,actor
Chariots of Fire ,Alice Krige,actor
Charlie and the Chocolate Factory ,Johnny Depp,actor
Charlie Bartlett ,Robert Downey Jr.,actor
Charlie St. Cloud ,Augustus Prew,actor
Charlie Wilson's War ,Philip Seymour Hoffman,actor
Charlie's Angels ,Bill Murray,actor
Charlie's Angels: Full Throttle ,Demi Moore,actor
Charlotte's Web ,Steve Buscemi,actor
Charly ,Cliff Robertson,actor
Chasing Amy ,Matt Damon,actor
Chasing Liberty ,Annabella Sciorra,actor
Chasing Liberty ,Annabella Sciorra,actor
Chasing Mavericks ,Gerard Butler,actor
Chasing Papi ,Carlos Ponce,actor
Cheap Thrills ,Brighton Sharbino,actor
Cheaper by the Dozen ,Tom Welling,actor
Cheaper by the Dozen 2 ,Taylor Lautner,actor
Checkmate ,Katrina Law,actor
Chernobyl Diaries ,Jesse McCartney,actor
Chiamatemi Francesco - Il Papa della gente ,Maximilian Dirr,actor
Chicago ,Colm Feore,actor
Chicago Overcoat ,Mike Starr,actor
Chicken Little ,Catherine O'Hara,actor
Chicken Run ,Imelda Staunton,actor
Chicken Tikka Masala ,Saeed Jaffrey,actor
Child 44 ,Tom Hardy,actor
Childless ,Joe Mantegna,actor
Children of Heaven ,Bahare Seddiqi,actor
Children of Men ,Charlie Hunnam,actor
Child's Play ,Catherine Hicks,actor
Child's Play 2 ,Jenny Agutter,actor
Chill Factor ,David Paymer,actor
Chloe ,Liam Neeson,actor
Chocolat ,Lena Olin,actor
Chocolate: Deep Dark Secrets ,Emraan Hashmi,actor
Choke ,Anjelica Huston,actor
Christmas Eve ,Gary Cole,actor
Christmas Mail ,Ashley Scott,actor
Christmas with the Kranks ,Jamie Lee Curtis,actor
Chronicle ,Michael Kelly,actor
Chuck & Buck ,Lupe Ontiveros,actor
"Cinco de Mayo, La Batalla ",Jorge Luis Moreno,actor
Cinderella ,Hayley Atwell,actor
Cinderella ,Hayley Atwell,actor
Cinderella Man ,Paddy Considine,actor
Circle ,Jordi Vilasuso,actor
Circumstance ,Sarah Kazemy,actor
Cirque du Freak: The Vampire's Assistant ,Josh Hutcherson,actor
Cirque du Soleil: Worlds Away ,Dallas Barnett,actor
City by the Sea ,Robert De Niro,actor
City Hall ,Al Pacino,actor
City Island ,Ezra Miller,actor
City of Angels ,Nicolas Cage,actor
City of Ember ,Bill Murray,actor
City of Ghosts ,Kirk Fox,actor
City of God ,Alice Braga,actor
City of Life and Death ,Ye Liu,actor
Civil Brand ,Monica Calhoun,actor
CJ7 ,Jiao Xu,actor
Clash of the Titans ,Liam Neeson,actor
Clash of the Titans ,Liam Neeson,actor
Class of 1984 ,Roddy McDowall,actor
Clay Pigeons ,Janeane Garofalo,actor
Clean ,Maggie Cheung,actor
Clear and Present Danger ,Harrison Ford,actor
Cleopatra ,Martin Landau,actor
Clerks ,Jason Mewes,actor
Clerks II ,Ethan Suplee,actor
Click ,Adam Sandler,actor
Cliffhanger ,Sylvester Stallone,actor
Clockstoppers ,Michael Biehn,actor
Clockwatchers ,Alanna Ubach,actor
Close Encounters of the Third Kind ,Bob Balaban,actor
Close Range ,Anthony L. Fernandez,actor
Closer ,Natalie Portman,actor
Closer to the Moon ,Monica Barladeanu,actor
Closure ,Danny Dyer,actor
Cloud Atlas ,Tom Hanks,actor
Cloudy with a Chance of Meatballs ,Will Forte,actor
Cloudy with a Chance of Meatballs 2 ,Will Forte,actor
Cloverfield ,Mike Vogel,actor
Club Dread ,Brittany Daniel,actor
Clueless ,Donald Faison,actor
Coach Carter ,Channing Tatum,actor
Coal Miner's Daughter ,Sissy Spacek,actor
Coco Before Chanel ,Alessandro Nivola,actor
Code 46 ,Samantha Morton,actor
Code Name: The Cleaner ,Callum Rennie,actor
Code of Honor ,Scott Takeda,actor
Coffee Town ,Sunil Narkar,actor
Cold Mountain ,Philip Seymour Hoffman,actor
Collateral ,Tom Cruise,actor
Collateral Damage ,Raymond Cruz,actor
College ,Drake Bell,actor
Colombiana ,Jordi Moll?,actor
Come Early Morning ,Tim Blake Nelson,actor
Coming Home ,Li Gong,actor
Commando ,Bill Duke,actor
Compadres ,Kevin Pollak,actor
Compliance ,Dreama Walker,actor
Con Air ,Steve Buscemi,actor
Conan the Barbarian ,William Smith,actor
Conan the Barbarian ,William Smith,actor
Conan the Destroyer ,Mako,actor
Concussion ,Will Smith,actor
Confessions of a Dangerous Mind ,Dick Clark,actor
Confessions of a Teenage Drama Queen ,Adam Garcia,actor
Confidence ,Louis Lombardi,actor
Congo ,Dylan Walsh,actor
Connie and Carla ,Debbie Reynolds,actor
Conquest of the Planet of the Apes ,Roddy McDowall,actor
Conspiracy Theory ,Julia Roberts,actor
Constantine             ,Harold Perrineau,actor
Contact ,Matthew McConaughey,actor
Contagion ,Matt Damon,actor
Containment ,Walter Hendrix III,actor
Contraband ,J.K. Simmons,actor
Control ,Sam Riley,actor
Conversations with Other Women ,Olivia Wilde,actor
Cool Runnings ,Doug E. Doug,actor
Cop Land ,Robert De Niro,actor
Cop Out ,Bruce Willis,actor
Copycat ,William McNamara,actor
Copying Beethoven ,Phyllida Law,actor
Coraline ,Jennifer Saunders,actor
Coriolanus ,Gerard Butler,actor
Corky Romano ,Vincent Pastore,actor
Corpse Bride ,Johnny Depp,actor
Cotton Comes to Harlem ,Redd Foxx,actor
Country Strong ,Leighton Meester,actor
Couples Retreat ,Jon Favreau,actor
Courage ,Donny Boaz,actor
Courage Under Fire ,Denzel Washington,actor
Courageous ,Ben Davies,actor
Coyote Ugly ,Adam Garcia,actor
Cradle 2 the Grave ,Jet Li,actor
Cradle Will Rock ,Bill Murray,actor
Crank ,Jason Statham,actor
Crank: High Voltage ,Jason Statham,actor
Crash ,Don Cheadle,actor
Crash ,Don Cheadle,actor
Crazy Heart ,Jeff Bridges,actor
Crazy in Alabama ,Meat Loaf,actor
Crazy Stone ,Bo Huang,actor
"Crazy, Stupid, Love. ",Ryan Gosling,actor
Crazy/Beautiful ,Kirsten Dunst,actor
Creative Control ,Nora Zehetner,actor
Creature             ,Craig T. Nelson,actor
Creed ,Sylvester Stallone,actor
Creepshow ,Ted Danson,actor
Creepshow ,Ted Danson,actor
Creepshow 2 ,George Kennedy,actor
Cries & Whispers ,Liv Ullmann,actor
Criminal ,Gary Oldman,actor
Criminal Activities ,Rex Baker,actor
Crimson Tide ,Denzel Washington,actor
Critical Care ,Kyra Sedgwick,actor
Crocodile Dundee ,Paul Hogan,actor
Crocodile Dundee II ,Paul Hogan,actor
Crocodile Dundee in Los Angeles ,Jere Burns,actor
Crooklyn ,Alfre Woodard,actor
Crop Circles: Quest for Truth ,Karen Alexander,actor
Crossover ,Wesley Jonathan,actor
Crossroads ,Britney Spears,actor
Crossroads ,Britney Spears,actor
"Crouching Tiger, Hidden Dragon ",Chen Chang,actor
Crowsnest ,Christie Burke,actor
Cruel Intentions ,Sarah Michelle Gellar,actor
Cry Freedom ,Denzel Washington,actor
Cry_Wolf ,Julian Morris,actor
Crying with Laughter ,Jo Hartley,actor
Cube ,David Hewlett,actor
Curious George ,Will Ferrell,actor
Curse of the Golden Flower ,Li Gong,actor
Cursed ,Shannon Elizabeth,actor
Cutthroat Island ,Christopher Masterson,actor
Cypher ,David Hewlett,actor
Cyrus ,Matt Walsh,actor
D j  Vu ,Vanessa Redgrave,actor
D.E.B.S. ,Jordana Brewster,actor
Da Sweet Blood of Jesus ,Rami Malek,actor
Daddy Day Camp ,Lochlyn Munro,actor
Daddy Day Care ,Anjelica Huston,actor
Daddy's Home ,Will Ferrell,actor
Dallas Buyers Club ,Matthew McConaughey,actor
Damnation Alley ,George Peppard,actor
Damsels in Distress ,Greta Gerwig,actor
Dance Flick ,Damon Wayans Jr.,actor
Dancer in the Dark ,Catherine Deneuve,actor
"Dancer, Texas Pop. 81 ",Ethan Embry,actor
Dances with Wolves ,Mary McDonnell,actor
Dancin' It's On ,Gary Daniels,actor
Dangerous Liaisons ,Keanu Reeves,actor
Dangerous Liaisons ,Keanu Reeves,actor
Danny Collins ,Al Pacino,actor
Dante's Peak ,Jamie Ren?e Smith,actor
Daredevil             ,Elden Henson,actor
Dark Angel             ,Jensen Ackles,actor
Dark Blue ,Khandi Alexander,actor
Dark City ,Rufus Sewell,actor
Dark Shadows ,Johnny Depp,actor
Dark Water ,Dougray Scott,actor
Darkness ,Lena Olin,actor
Darkness Falls ,Sullivan Stapleton,actor
Darling Companion ,Dianne Wiest,actor
Darling Lili ,Rock Hudson,actor
Das Boot ,J?rgen Prochnow,actor
Date Movie ,Alyson Hannigan,actor
Date Night ,Mila Kunis,actor
Dave Chappelle's Block Party ,Common,actor
Dawn of the Crescent Moon ,Barry Corbin,actor
Dawn of the Dead ,Ty Burrell,actor
Dawn of the Dead ,Ty Burrell,actor
Dawn of the Planet of the Apes ,Gary Oldman,actor
Dawn Patrol ,Chris Brochu,actor
Day of the Dead ,Greg Nicotero,actor
Day of the Dead ,Greg Nicotero,actor
Day One ,Corbin Bleu,actor
Daybreakers ,Jay Laga'aia,actor
Daylight ,Sylvester Stallone,actor
Days of Heaven ,Sam Shepard,actor
Days of Thunder ,Tom Cruise,actor
Dazed and Confused ,Milla Jovovich,actor
Dead Like Me: Life After Death ,Henry Ian Cusick,actor
Dead Man Down ,Dominic Cooper,actor
Dead Man on Campus ,Alyson Hannigan,actor
Dead Man Walking ,Lois Smith,actor
Dead Man's Shoes ,Paddy Considine,actor
Dead Poets Society ,Robin Williams,actor
Dead Snow ,Bj?rn Sundquist,actor
Deadfall ,Charlie Hunnam,actor
Deadline - U.S.A. ,Humphrey Bogart,actor
Deadline Gallipoli             ,Rachel Griffiths,actor
Deadpool ,Ryan Reynolds,actor
Dear Frankie ,Gerard Butler,actor
Dear John ,Channing Tatum,actor
Dear Wendy ,Michael Angarano,actor
Death at a Funeral ,Peter Dinklage,actor
Death at a Funeral ,Peter Dinklage,actor
Death Becomes Her ,Bruce Willis,actor
Death Calls ,Hector Echavarria,actor
Death Race ,Jason Statham,actor
Death Race 2000 ,Sylvester Stallone,actor
Death Sentence ,Aisha Tyler,actor
Death to Smoochy ,Robin Williams,actor
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,David Mamet,actor
Deck the Halls ,Matthew Broderick,actor
Deconstructing Harry ,Woody Allen,actor
Decoys ,Meghan Ory,actor
Deep Blue Sea ,LL Cool J,actor
Deep Impact ,Morgan Freeman,actor
Deep Rising ,Djimon Hounsou,actor
Def-Con 4 ,Maury Chaykin,actor
Defendor ,Michael Kelly,actor
Defiance             ,Julie Benz,actor
"Definitely, Maybe ",Ryan Reynolds,actor
Dekalog             ,Krystyna Janda,actor
Dekalog             ,Krystyna Janda,actor
Del 1 - M n som hatar kvinnor             ,Michael Nyqvist,actor
Delgo ,Eric Idle,actor
Deliver Us from Evil ,Olivia Munn,actor
Delivery Man ,Jack Reynor,actor
De-Lovely ,Kevin McNally,actor
Demonic ,Frank Grillo,actor
Departure ,Juliet Stevenson,actor
Derailed ,Denis O'Hare,actor
Desert Blue ,Ethan Suplee,actor
Desert Dancer ,Tom Cullen,actor
Desperado ,Quentin Tarantino,actor
Despicable Me ,Steve Carell,actor
Despicable Me 2 ,Steve Carell,actor
Destiny ,Peter Dinklage,actor
Detention ,Josh Hutcherson,actor
Detention of the Dead ,Justin Chon,actor
Deterrence ,Kevin Pollak,actor
Detroit Rock City ,Natasha Lyonne,actor
Deuce Bigalow: European Gigolo ,Carlos Ponce,actor
Deuce Bigalow: Male Gigolo ,Amy Poehler,actor
Deuces Wild ,Norman Reedus,actor
Devil ,Bojana Novakovic,actor
Devil's Due ,Zach Gilford,actor
Diamond Ruff ,Luis Sanchez,actor
Diamonds Are Forever ,Desmond Llewelyn,actor
Diary of a Mad Black Woman ,Cicely Tyson,actor
Diary of a Wimpy Kid ,Chlo? Grace Moretz,actor
Diary of a Wimpy Kid: Dog Days ,Zachary Gordon,actor
Diary of a Wimpy Kid: Rodrick Rules ,Zachary Gordon,actor
Diary of the Dead ,Megan Park,actor
Dick ,Ryan Reynolds,actor
Dick Tracy ,Charlie Korsmo,actor
Dickie Roberts: Former Child Star ,Kevin Grevioux,actor
Did You Hear About the Morgans  ,Michael Kelly,actor
Die Another Day ,Toby Stephens,actor
Die Hard ,Alan Rickman,actor
Die Hard 2 ,Bruce Willis,actor
Die Hard with a Vengeance ,Bruce Willis,actor
Digimon: The Movie ,Lara Jill Miller,actor
Dil Jo Bhi Kahey... ,Annabelle Wallis,actor
Diner ,Steve Guttenberg,actor
Dinner for Schmucks ,Steve Carell,actor
Dinner Rush ,Danny Aiello,actor
Dinosaur ,Alfre Woodard,actor
Dirty Grandpa ,Robert De Niro,actor
Dirty Pretty Things ,Sophie Okonedo,actor
Dirty Work ,Don Rickles,actor
Disaster Movie ,Carmen Electra,actor
Disclosure ,Demi Moore,actor
District 9 ,Sharlto Copley,actor
District B13 ,David Belle,actor
Disturbia ,Sarah Roemer,actor
Disturbia ,Sarah Roemer,actor
Disturbing Behavior ,Bruce Greenwood,actor
Divergent ,Kate Winslet,actor
Divine Secrets of the Ya-Ya Sisterhood ,Ellen Burstyn,actor
Django Unchained ,Leonardo DiCaprio,actor
Do the Right Thing ,Ruby Dee,actor
Do You Believe  ,Alexa PenaVega,actor
DOA: Dead or Alive ,Steve Howey,actor
Doc Holliday's Revenge ,William McNamara,actor
Doctor Dolittle ,Oliver Platt,actor
Doctor Zhivago ,Julie Christie,actor
Dodgeball: A True Underdog Story ,Gary Cole,actor
Dodgeball: A True Underdog Story ,Gary Cole,actor
Dogma ,Matt Damon,actor
Dogtooth ,Angeliki Papoulia,actor
Dogtown and Z-Boys ,Tony Alva,actor
Dolphin Tale ,Morgan Freeman,actor
Dolphin Tale 2 ,Morgan Freeman,actor
Dolphins and Whales 3D: Tribes of the Ocean ,Charlotte Rampling,actor
Dom Hemingway ,Richard E. Grant,actor
Domestic Disturbance ,Steve Buscemi,actor
Domino ,Ian Ziering,actor
Don Jon ,Joseph Gordon-Levitt,actor
Don Juan DeMarco ,Johnny Depp,actor
Don McKay ,Pruitt Taylor Vince,actor
Donkey Punch ,Julian Morris,actor
Donnie Brasco ,Johnny Depp,actor
Donnie Darko ,Jake Gyllenhaal,actor
Donovan's Reef ,Lee Marvin,actor
Don't Be Afraid of the Dark ,Bailee Madison,actor
Don't Say a Word ,Oliver Platt,actor
Doogal ,Jimmy Fallon,actor
Doom ,Dwayne Johnson,actor
Doomsday ,Ryan Kruger,actor
Dope ,Kimberly Elise,actor
Double Impact ,Bolo Yeung,actor
Double Jeopardy ,Bruce Greenwood,actor
Double Take ,Daniel Roebuck,actor
Doubt ,Philip Seymour Hoffman,actor
Doug's 1st Movie ,Frank Welker,actor
Down and Out with the Dolls ,Lemmy,actor
Down for Life ,Snoop Dogg,actor
Down in the Valley ,Hunter Parrish,actor
Down Terrace ,Michael Smiley,actor
Down to Earth ,Chazz Palminteri,actor
Down to You ,Rosario Dawson,actor
Downfall ,Thomas Kretschmann,actor
Dr. Dolittle 2 ,Raven-Symon?,actor
Dr. No ,Ursula Andress,actor
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb ,George C. Scott,actor
Dracula 2000 ,Gerard Butler,actor
Dracula Untold ,Dominic Cooper,actor
Dracula: Pages from a Virgin's Diary ,Sarah Murphy-Dyson,actor
Draft Day ,Jennifer Garner,actor
Drag Me to Hell ,Bojana Novakovic,actor
Dragon Blade ,Si Won Choi,actor
Dragon Hunters ,Rob Paulsen,actor
Dragon Nest: Warriors' Dawn ,Blythe Auffarth,actor
Dragon Wars: D-War ,Robert Forster,actor
Dragonball: Evolution ,Ian Whyte,actor
Dragonfly ,Joe Morton,actor
DragonHeart ,Dennis Quaid,actor
Dragonslayer ,Ian McDiarmid,actor
Dream House ,Naomi Watts,actor
Dream with the Fishes ,David Arquette,actor
Dreamcatcher ,Morgan Freeman,actor
Dreamer: Inspired by a True Story ,Ken Howard,actor
Dreamgirls ,Loretta Devine,actor
Dreaming of Joseph Lees ,Samantha Morton,actor
Dredd ,Wood Harris,actor
Dredd ,Wood Harris,actor
Dressed to Kill ,Angie Dickinson,actor
Drillbit Taylor ,Lisa Ann Walter,actor
Drinking Buddies ,Olivia Wilde,actor
Drive ,Ryan Gosling,actor
Drive Angry ,Nicolas Cage,actor
Drive Hard ,Zoe Ventoura,actor
Drive Me Crazy ,Stephen Collins,actor
Driven ,Sylvester Stallone,actor
Driving Lessons ,Rupert Grint,actor
Driving Miss Daisy ,Morgan Freeman,actor
Drop Dead Gorgeous ,Kirsten Dunst,actor
Drowning Mona ,Will Ferrell,actor
Drumline ,Leonard Roberts,actor
Dry Spell ,Kristen Seavey,actor
"Dude, Where's My Car  ",Jennifer Garner,actor
"Dude, Where's My Dog ! ",Kevin P. Farley,actor
Dudley Do-Right ,Brendan Fraser,actor
Due Date ,Robert Downey Jr.,actor
Duel in the Sun ,Joseph Cotten,actor
Duets ,Lochlyn Munro,actor
Dum Maaro Dum ,Abhishek Bachchan,actor
Duma ,Eamonn Walker,actor
Dumb & Dumber ,Lauren Holly,actor
Dumb and Dumber To ,Bill Murray,actor
Dumb and Dumberer: When Harry Met Lloyd ,Elden Henson,actor
Dune ,Virginia Madsen,actor
Dungeons & Dragons: Wrath of the Dragon God ,Bruce Payne,actor
Duplex ,Justin Theroux,actor
Duplicity ,Julia Roberts,actor
Dutch Kills ,Tjasa Ferme,actor
Dwegons and Leprechauns ,Joey D. Vieira,actor
Dying of the Light ,Nicolas Cage,actor
Dylan Dog: Dead of Night ,Marco St. John,actor
Dysfunctional Friends ,Christian Keyes,actor
DysFunktional Family ,Eddie Griffin,actor
E.T. the Extra-Terrestrial ,Henry Thomas,actor
Eagle Eye ,Rosario Dawson,actor
Earth ,Nandita Das,actor
Earth to Echo ,Teo Halm,actor
East Is East ,Archie Panjabi,actor
Eastern Promises ,Viggo Mortensen,actor
Easy A ,Emma Stone,actor
Easy Money ,Fabian Bolin,actor
Easy Virtue ,Colin Firth,actor
Eat Pray Love ,James Franco,actor
Echo Dr. ,Claire Gordon-Harper,actor
Ed and His Dead Mother ,Steve Buscemi,actor
Ed Wood ,Johnny Depp,actor
Eddie the Eagle ,Hugh Jackman,actor
Eddie the Eagle ,Hugh Jackman,actor
Eddie: The Sleepwalking Cannibal ,Stephen McHattie,actor
Eden ,Jessica Lowndes,actor
Eden Lake ,Michael Fassbender,actor
Edge of Darkness ,Bojana Novakovic,actor
Edge of Tomorrow ,Tom Cruise,actor
Edmond ,Joe Mantegna,actor
Edtv ,Matthew McConaughey,actor
Edward Scissorhands ,Johnny Depp,actor
Eight Below ,Paul Walker,actor
